,titles,dates
4846,"Diffusion in an expanding medium: Fokker-Planck equation, Green's
  function and first-passage properties",2016-04-12
4847,"Interactions and thermoelectric effects in a parallel-coupled double
  quantum dot",2016-04-13
4848,"Globules and Pillars in Cygnus X I. Herschel Far-infrared imaging of the
  Cyg OB2 environment",2016-04-13
4849,"Population synthesis of planet formation using a torque formula with
  dynamic effects",2016-04-14
4850,On the survival of poor peasants,2016-04-14
4851,Giant planet formation in radially structured protoplanetary discs,2016-04-18
4852,"The interstellar medium in Andromeda's dwarf spheroidal galaxies: I.
  Content and origin of the interstellar dust",2016-04-22
4853,The Practical Pomeron for High Energy Proton Collimation,2016-04-25
4854,The Galactic Center: A PeV Cosmic Ray Acceleration Factory,2016-04-28
4855,"Orbital characteristics of planetesimals captured by circumplanetary gas
  disks",2016-04-28
4856,Are Some Milky Way Globular Clusters Hosted by Undiscovered Galaxies?,2016-04-28
4857,Individual Treatment Effect Prediction for ALS Patients,2016-04-29
4858,Cosmological Aspects of Spontaneous Baryogenesis,2016-05-02
4859,"$Z'$, Higgses and heavy neutrinos in $U(1)'$ models: from the LHC to the
  GUT scale",2016-05-10
4860,"Selective coherent phonon mode generation in single wall carbon
  nanotubes",2016-05-10
4861,"The abundance discrepancy factor and t^2 in nebulae: are non-thermal
  electrons the culprits?",2016-05-11
4862,Magnetic edge states and magnetotransport in graphene antidot barriers,2016-05-13
4863,Establishing Multiple Survivable Connections (Extended Version),2016-05-14
4864,Wrong-Way Risk Models: A Comparison of Analytical Exposures,2016-05-17
4865,The chemical evolution of the Bootes I ultra-faint dwarf galaxy,2016-05-18
4866,The Molecular Aharonov-Bohm effect Redux,2016-05-18
4867,Giant Thermal Vibrations in the Framework Compounds Ba1-xSrxAl2O4,2016-05-19
4868,WarmAndFuzzy: the halo model beyond CDM,2016-05-19
4869,"Strong Allee Effect in A Stochastic Logistic Model with Mate Limitation
  and Stochastic Immigration",2016-05-19
4870,"The missing link: tracing molecular gas in the outer filament of
  Centaurus A",2016-05-21
4871,"Toward $ab\,initio$ extremely metal poor stars",2016-05-23
4872,"Predicting patterns of long-term adaptation and extinction with
  population genetics",2016-05-27
4873,"Spatial Organization of the Cytoskeleton enhances Cargo Delivery to
  Specific Target Areas on the Plasma Membrane of Spherical Cells",2016-05-30
4874,"Chiral groundstate currents of interacting photons in a synthetic
  magnetic field",2016-06-01
4875,"The Most Bound Halo Particle-Galaxy Correspondence Model: Comparison
  between Models with Different Merger Timescales",2016-06-01
4876,Stability of Charged Global AdS$_4$ Spacetimes,2016-06-02
4877,"A Survey of Research on Control of Teams of Small Robots in Military
  Operations",2016-06-03
4878,Competitive-cooperative models with various diffusion strategies,2016-06-08
4879,On the survival of zombie vortices in protoplanetary discs,2016-06-09
4880,"Millimeter-sized grains in the protostellar envelopes: where do they
  come from?",2016-06-10
4881,"Spatial distribution and kinematics of the molecular material associated
  with $η$ Carinae",2016-06-14
4882,Quasistationary solutions of scalar fields around accreting black holes,2016-06-16
4883,"Chemical tagging with APOGEE: Discovery of a large population of N-rich
  stars in the inner Galaxy",2016-06-17
4884,"A High Stellar Velocity Dispersion and ~100 Globular Clusters for the
  Ultra Diffuse Galaxy Dragonfly 44",2016-06-20
4885,The formation and evolution of star clusters in interacting galaxies,2016-06-22
4886,"Radiation hardness test of un-doped CsI crystals and Silicon
  Photomultipliers for the Mu2e calorimeter",2016-06-23
4887,"Robust metastable skyrmions and their triangular-square
  lattice-structural transition in a high-temperature chiral magnet",2016-06-24
4888,Planetary nebulae that cannot be explained by binary systems,2016-06-27
4889,The recombinase protein is a torque sensitive molecular switch,2016-06-29
4890,Spacetime Dynamics of a Higgs Vacuum Instability During Inflation,2016-07-01
4891,"Globular clusters as tracers of the host galaxy mass distribution: the
  Fornax dSph test case",2016-07-06
4892,Evolution of an Accretion Disk in Binary Black Hole Systems,2016-07-07
4893,"Bayesian inference for stochastic differential equation mixed effects
  models of a tumor xenography study",2016-07-09
4894,The interaction of a magnetohydrodynamical shock with a filament,2016-07-13
4895,Dark Gamma Ray Bursts,2016-07-14
4896,"Disk Detective: Discovery of New Circumstellar Disk Candidates through
  Citizen Science",2016-07-19
4897,"Modeling the Biophysical Effects in a Carbon Beam Delivery Line using
  Monte Carlo Simulation",2016-07-21
4898,"Vortex formation and dynamics in two-dimensional driven-dissipative
  condensates",2016-07-23
4899,A High-Velocity Cloud Impact Forming a Supershell in the Milky Way,2016-07-26
4900,Leader election using random walks,2016-07-29
4901,Radiation from an off-centred rotating dipole in vacuum,2016-08-02
4902,Study of the wave packet treatment of neutrino oscillation at Daya Bay,2016-08-04
4903,A Search for O_2 in CO-depleted Molecular Cloud Cores with Herschel,2016-08-09
4904,"Giant Electron-hole Charging Energy Asymmetry in Ultra-short Carbon
  Nanotubes",2016-08-09
4905,Ranking Competitors Using Degree-Neutralized Random Walks,2016-08-10
4906,Tidal origin of spiral arms in galaxies orbiting a cluster,2016-08-11
4907,"Probing the MSSM explanation of the muon g-2 anomaly in dark matter
  experiments and at a 100 TeV $pp$ collider",2016-08-12
4908,Cultural Evolution as a Non-Stationary Stochastic Process,2016-08-15
4909,"Incommensurate spiral magnetic order on anisotropic triangular lattice:
  Dynamical mean field study in a spin-rotating frame",2016-08-16
4910,Robust information propagation through noisy neural circuits,2016-08-19
4911,"Ultrafast Melting of Spin Density Wave Order in BaFe$_{2}$As$_{2}$
  Observed by Time- and Angle-Resolved Photoemission Spectroscopy with
  Extreme-Ultraviolet Higher Harmonic Generation",2016-08-22
4912,"Finite-temperature valence-bond-solid transitions and thermodynamic
  properties of interacting SU($2N$) Dirac fermions",2016-08-22
4913,Hadro-quarkonium from Lattice QCD,2016-08-23
4914,"Anderson-Mott transition in a disordered Hubbard model with correlated
  hopping",2016-08-24
4915,"Interplay between Rashba spin-orbit coupling and adiabatic rotation in a
  two-dimensional Fermi gas",2016-08-25
4916,Multiphasic interactions between nucleotides and target proteins,2016-08-26
4917,The fates of Solar system analogues with one additional distant planet,2016-08-26
4918,"Influence of interstitial Fe to the phase diagram of
  Fe$_{1+y}$Te$_{1-x}$Se$_x$ single crystals",2016-09-01
4919,"Testing Type II Radiative Seesaw Model: from Dark Matter Detection to
  LHC Signatures",2016-09-05
4920,Impeded Dark Matter,2016-09-07
4921,The hydrodynamic stability of gaseous cosmic filaments,2016-09-12
4922,"Topological Magnon Insulator in NonCoplanar Kagomé Antiferromagnets:
  Supplemental Material of arXiv:1608.04561",2016-09-12
4923,"Search for a Metallic Dangling-Bond Wire on $n$-doped H-passivated
  Semiconductor Surfaces",2016-09-13
4924,Building Blocks of the Milky Way's Accreted Spheroid,2016-09-13
4925,"Model prediction for temperature dependence of meson pole masses from
  lattice QCD results on meson screening masses",2016-09-15
4926,"Predictions on the alpha decay chains of superheavy nuclei with Z =121
  within the range 290 $\leq$ A $\leq$ 339",2016-09-18
4927,"The role of pebble fragmentation in planetesimal formation II. Numerical
  simulations",2016-09-22
4928,Dynamically hot Super-Earths from outer giant planet scattering,2016-09-26
4929,Global Instability of Exo-Moon System Triggered by Photo-Evaporation,2016-09-27
4930,The Fate of Debris in the Pluto-Charon System,2016-09-27
4931,"iRescU - Data for Social Good Saving Lives Bridging the Gaps in Sudden
  Cardiac Arrest Survival",2016-09-28
4932,"Multi-phase environment of compact galactic nuclei: the role of the
  Nuclear Star Cluster",2016-09-28
4933,"Numerical and analytical approaches to an advection-diffusion problem at
  small Reynolds number and large Péclet number",2016-09-29
4934,"Hysteresis and Duration Dependence of Financial Crises in the US:
  Evidence from 1871-2016",2016-10-02
4935,Microtubule Defects Influence Kinesin-Based Transport In Vitro,2016-10-04
4936,"Robust sparse image reconstruction of radio interferometric observations
  with purify",2016-10-07
4937,"Tatooine's Future: The Eccentric Response of Kepler's Circumbinary
  Planets to Common-Envelope Evolution of their Host Stars",2016-10-11
4938,"Random walks with fractally correlated traps: Stretched exponential and
  power law survival kinetics",2016-10-16
4939,"On the Stability of Satellite Planes I: Effects of Mass, Velocity, Halo
  Shape and Alignment",2016-10-18
4940,Baryon number transfer could delay Quark-Hadron transition in cosmology,2016-10-18
4941,"Event count distributions from renewal processes: fast computation of
  probabilities",2016-10-19
4942,Unexpected properties of interactions of high energy protons,2016-10-25
4943,Phenotypic heterogeneity in modeling cancer evolution,2016-10-26
4944,A New Piggybacking Design for Systematic MDS Storage Codes,2016-10-26
4945,"Stratification of patient trajectories using covariate latent variable
  models",2016-10-27
4946,"Differences in the rotational properties of multiple stellar populations
  in M 13: a faster rotation for the ""extreme"" chemical subpopulation",2016-10-28
4947,"A Second Decoupling Between Merging Binary Black Holes and the Inner
  Disc--Impact on the Electromagnetic Counterpart",2016-10-28
4948,"Major Maintenance Schedule Optimization for Electric Multiple Unit
  Considering Passenger Transport Demand",2016-10-31
4949,Dissipative phases across the superconductor-to-insulator transition,2016-11-02
4950,Number of particles absorbed in a BBM on the extinction event,2016-11-06
4951,"Formation of bi-lobed shapes by sub-catastrophic collisions: A late
  origin of comet 67P/C-G's structure",2016-11-08
4952,"Neutron$-^{19}$C scattering: emergence of universal properties in a
  finite range potential",2016-11-10
4953,Molecular studies of Planetary Nebulae,2016-11-11
4954,Personalized Donor-Recipient Matching for Organ Transplantation,2016-11-12
4955,On the Mechanism of Homology Search by RecA Protein Filaments,2016-11-13
4956,Emergent pattern formation in an interstitial biofilm,2016-11-14
4957,"On the Survival of High-Altitude Open Clusters within the Milky Way
  Galaxy Tides",2016-11-14
4958,How the relativistic motion affects Einstein-Podolsky-Rosen steering,2016-11-16
4959,"Coarsening in a 1-D system of Orienting Arrowheads: Persistence with
  $A+B \rightarrow$ 0",2016-11-16
4960,"The interstellar medium in Andromeda's dwarf spheroidal galaxies: II.
  Multi-phase gas content and ISM conditions",2016-11-17
4961,"Component structure of the configuration model: barely supercritical
  case",2016-11-17
4962,Pure Odd Frequency Superconductivity at the Cores of Proximity Vortices,2016-11-22
4963,Multi-Loop Positivity of the Planar ${\cal N}=4$ SYM Six-Point Amplitude,2016-11-25
4964,The escape problem for mortal walkers,2016-11-27
4965,Atmospheric Habitable Zones in Cool Y Dwarf Atmospheres,2016-11-28
4966,The spatial dynamics of ecosystem engineers,2016-11-28
4967,Survival probability in a quenched Majorana chain with an impurity,2016-11-30
4968,"Deciphering Majorana nature of sub-eV neutrinos by using their quantum
  statistical property",2016-12-02
4969,"Giant Metrewave Radio Telescope detection of associated HI 21cm
  absorption at $z = 1.2230$ towards TXS1954+513",2016-12-04
4970,A hybrid model for the population dynamics of periodical cicadas,2016-12-05
4971,Simulations of populations of Sapajus robustus in a fragmented landscape,2016-12-13
4972,"A numerical approach to determine mutant invasion fitness and
  evolutionary singular strategies",2016-12-13
4973,Exploring Localization in Nuclear Spin Chains,2016-12-15
4974,Chiral magnetic superconductivity,2016-12-16
4975,"Theoretical evaluation of [V$^{IV}$(α-C$_3$S$_5$)]${^2-}$ as
  nuclear-spin sensitive single-molecule spin transistor",2016-12-23
4976,"Modifications to the Etherington Distance Duality Relation and
  Observational Limits",2016-12-28
4977,Controlling uncertainty in aptamer selection,2016-12-28
4978,"An efficient quantum mechanical method for radical pair recombination
  reactions",2016-12-30
4979,"Tidal disruptions by rotating black holes: relativistic hydrodynamics
  with Newtonian codes",2017-01-02
4980,"Two-Higgs-doublet model of type-II confronted with the LHC run-I and
  run-II data",2017-01-10
4981,The accreted stellar halo as a window on halo assembly in L* galaxies,2017-01-10
4982,"Symmetry characterization of the collective modes of the phase diagram
  of the $ν=0$ quantum Hall state in graphene: Mean-field and spontaneously
  broken symmetries",2017-01-12
4983,"Targeted nanoconjugate co-delivering siRNA and tyrosine kinase inhibitor
  to KRAS mutant NSCLC dissociates GAB1-SHP2 post oncogene knockdown",2017-01-12
4984,"Low fertility rate reversal: a feature of interactions between
  Biological and Economic systems",2017-01-12
4985,Hierarchical invasion of cooperation in complex networks,2017-01-13
4986,"Complex Organic Molecules tracing shocks along the outflow cavity in the
  high-mass protostar IRAS20126+4104",2017-01-17
4987,Sensing Floquet-Majorana fermions via heat transfer,2017-01-18
4988,"ALMA and VLA Observations: Evidence for Ongoing Low-mass Star Formation
  near Sgr A*",2017-01-20
4989,"Constraint programming for planning test campaigns of communications
  satellites",2017-01-23
4990,"Irradiation study of UV Silicon Photomultipliers for the Mu2e
  Calorimeter",2017-01-23
4991,Feedback Limits to Maximum Seed Masses of Black Holes,2017-01-23
4992,Emergent Supersymmetry in Local Equilibrium Systems,2017-01-25
4993,Mixed Higgs-Radion States at the LHC -- a Detailed Study,2017-01-25
4994,"Save the Planet, Feed the Star: How Super-Earths Survive Migration and
  Drive Disk Accretion",2017-01-27
4995,PF120916 Piecki fireball and Reszel meteorite fall,2017-01-30
4996,Fault diagnosability of data center networks,2017-01-29
4997,What randomized benchmarking actually measures,2017-02-07
4998,"Topological protection from exceptional points in Weyl and nodal line
  semimetals",2017-02-08
4999,"Two-Higgs-Doublet-Portal Dark-Matter Models in Light of Direct Search
  and LHC Data",2017-02-09
5000,"Properties of cyanobacterial UV-absorbing pigments suggest their
  evolution was driven by optimizing photon dissipation rather than
  photoprotection",2017-02-12
5001,The remarkable AGN jets,2017-02-20
5002,"Blood Vessel Tortuosity Selects against Evolution of Agressive Tumor
  Cells in Confined Tissue Environments: a Modeling Approach",2017-02-21
5003,"New approach to initializing hydrodynamic fields and mini-jet
  propagation in quark-gluon fluids",2017-02-24
5004,"Insulators and metals with topological order and discrete symmetry
  breaking",2017-02-28
5005,The coalescent structure of continuous-time Galton-Watson trees,2017-03-01
5006,"Transverse spin relaxation and magnetic correlation in
  $Pr_{1-x}Ca_{x}MnO_{3}$ : influence of particle size variation and chemical
  doping",2017-03-03
5007,"Radial and circular synchronization clusters in extended starlike
  network of van der Pol oscillators",2017-03-06
5008,"General-Relativistic Large-Eddy Simulations of Binary Neutron Star
  Mergers",2017-03-06
5009,"Boundary Conditions and Formation of Pure Spin Currents in Magnetic
  Field",2017-03-07
5010,"Fully gapped superconductivity with no sign change in the prototypical
  heavy-fermion CeCu2Si2",2017-03-08
5011,"On Kinetic Slow Modes, Fluid Slow Modes, and Pressure-balanced
  Structures in the Solar Wind",2017-03-08
5012,A generic theory for Majorana zero modes in 2D superconductors,2017-03-09
5013,"Global survival of branching random walks and tree-like branching random
  walks",2017-03-13
5014,Classification of COPD with Multiple Instance Learning,2017-03-15
5015,Spin alignment of stars in old open clusters,2017-03-16
5016,"Changing measurements or changing movements? Sampling scale and movement
  model identifiability across generations of biologging technology",2017-03-17
5017,"TokTrack: A Complete Token Provenance and Change Tracking Dataset for
  the English Wikipedia",2017-03-23
5018,"The stability of tightly-packed, evenly-spaced systems of Earth-mass
  planets orbiting a Sun-like star",2017-03-24
5019,Reversible and Irreversible Aggregation of Magnetic Liposomes,2017-03-28
5020,"Redundancy of einselected information in quantum Darwinism: The
  irrelevance of irrelevant environment bits",2017-03-29
5021,"Modeling the life and death of competing languages from a physical and
  mathematical perspective",2017-03-30
5022,Metric clusters in evolutionary games on scale-free networks,2017-04-04
5023,Superfluidity in density imbalanced bilayers of dipolar fermions,2017-04-05
5024,NLO electroweak corrections in general scalar singlet models,2017-04-07
5025,The history of the dark and luminous side of Milky Way-like progenitors,2017-04-10
5026,"Formation of Globular Cluster Candidates in Merging Proto-galaxies at
  High Redshift: A View from the FIRE Cosmological Simulations",2017-04-10
5027,An Empirical Study on Android-related Vulnerabilities,2017-04-11
5028,"On Shock Waves and the Role of Hyperthermal Chemistry in the Early
  Diffusion of Overdense Meteor Trains",2017-04-12
5029,Entanglement verification of noisy N00N states,2017-04-19
5030,"A Coalition Formation Algorithm for Multi-Robot Task Allocation in
  Large-Scale Natural Disasters",2017-04-19
5031,"Survival Probability of Random Walks and Lévy Flights on a
  Semi-Infinite Line",2017-04-19
5032,Scale Invariance in Heavy Hadron Molecules,2017-04-20
5033,"Deadly dark matter cusps vs faint and extended star clusters: Eridanus
  II and Andromeda XXV",2017-04-20
5034,"Crossover-model approach to QCD phase diagram, equation of state and
  susceptibilities in the 2+1 and 2+1+1 flavor systems",2017-04-21
5035,DNA Electromagnetic Properties and Interactions,2017-04-22
5036,The role of cooperation in spatially explicit economical systems,2017-04-22
5037,Prior Indigenous Technological Species,2017-04-24
5038,The Complexity of Computing a Robust Flow,2017-04-26
5039,"Test particles dynamics in the JOREK 3D non-linear MHD code and
  application to electron transport in a disruption simulation",2017-04-28
5040,All planetesimals born near the Kuiper Belt formed as binaries,2017-05-01
5041,"Quantum Fourier Sampling is Guaranteed to Fail to Compute Automorphism
  Groups of Easy Graphs",2017-05-02
5042,Theory of Ultra Low Tc Superconductivity in Bismuth: Tip of an Iceberg ?,2017-05-03
5043,"Probing dark matter with star clusters: a dark matter core in the
  ultra-faint dwarf Eridanus II",2017-05-04
5044,The Dynamical History of Chariklo and its Rings,2017-05-05
5045,"Discovery Radiomics via Evolutionary Deep Radiomic Sequencer Discovery
  for Pathologically-Proven Lung Cancer Detection",2017-05-10
5046,"Identifying and Analysing Protostellar Disc Fragments in Smoothed
  Particle Hydrodynamics Simulations",2017-05-18
5047,A spatial epidemic model with site contamination,2017-05-21
5048,Killing (absorption) versus survival in random motion,2017-05-23
5049,"Continuous State-Space Models for Optimal Sepsis Treatment - a Deep
  Reinforcement Learning Approach",2017-05-23
5050,"Survival of Massive Star-forming Galaxies in Cluster Cores Drives
  Gas-Phase Metallicity Gradients : The Effects of Ram Pressure Stripping",2017-05-23
5051,Status and prospects of light bino-higgsino dark matter in natural SUSY,2017-05-25
5052,"A population of faint low surface brightness galaxies in the Perseus
  cluster core",2017-05-26
5053,"Probing the Gas Density in our Galactic Center: Moving Mesh Simulations
  of G2",2017-05-29
5054,On Large $N$ Limit of Symmetric Traceless Tensor Models,2017-06-02
5055,Quantum Kinetic Theory of the Chiral Anomaly,2017-06-05
5056,Globular Clusters in a Cosmological N-body Simulation,2017-06-06
5057,Statistical PT-symmetric lasing in an optical fiber network,2017-06-07
5058,"Boundary Effects on Population Dynamics in Stochastic Lattice
  Lotka-Volterra Models",2017-06-08
5059,"Hydrodynamic Photoevaporation of Protoplanetary Disks with Consistent
  Thermochemistry",2017-06-10
5060,Darwinian Data Structure Selection,2017-06-10
5061,"Closed-form mathematical expressions for the exponentiated
  Cauchy-Rayleigh distribution",2017-06-12
5062,"Stochastic mechanisms forming large clones during colonisation of new
  areas",2017-06-13
5063,"Limits of Predictability of Cascading Overload Failures in
  Spatially-Embedded Networks with Distributed Flows",2017-06-14
5064,The evolution of Giant Molecular Filaments,2017-06-16
5065,Quantum illumination for enhanced detection of Rayleigh-fading targets,2017-06-17
5066,"A comparative study of breast surface reconstruction for aesthetic
  outcome assessment",2017-06-20
5067,Solid-state electron spin lifetime limited by phononic vacuum modes,2017-06-29
5068,General Price Bounds for Guaranteed Annuity Options,2017-07-04
5069,Blocking metal accretion onto population III stars by stellar wind,2017-07-04
5070,"Measurement of the neutron lifetime using an asymmetric magneto-
  gravitational trap and in situ detection",2017-07-06
5071,"Separating CMB Stokes Q and U polarization signals from Non-Gaussian
  Emissions",2017-07-07
5072,"Magnetized High Velocity Clouds in the Galactic Halo: A New Distance
  Constraint",2017-07-10
5073,"Localized Higgs modes of superfluid Bose gases in optical lattices: A
  Guzwiller mean-field study",2017-07-10
5074,A Local-Search Algorithm for Steiner Forest,2017-07-10
5075,Gauge supergravity in $D=2+2$,2017-07-11
5076,Digging Deeper for New Physics in the LHC Data,2017-07-18
5077,"The spatial distribution of carbon dust in the early solar nebula and
  the carbon content of planetesimals",2017-07-24
5078,The Detection and Localization of Frost Protein in Drosophila,2017-07-19
5079,"On the importance of viscous dissipation and heat conduction in binary
  neutron-star mergers",2017-07-29
5080,"Segmentation of Glioma Tumors in Brain Using Deep Convolutional Neural
  Network",2017-08-01
5081,Muon Acceleration Concepts for NuMAX: 'Dual-use' Linac and 'Dogbone' RLA,2017-08-03
5082,"Panchromatic Hubble Andromeda Treasury. XIX. The Ancient Star Formation
  History of the M31 Disk",2017-08-08
5083,Interband $π$-like plasmon in silicene grown on silver,2017-08-13
5084,Quantum Zeno and anti-Zeno effects in open quantum systems,2017-08-17
5085,Cross section of curvature radiation absorption,2017-08-21
5086,A test of the high-eccentricity migration scenario for close-in planets,2017-08-24
5087,"Dynamics of mesoscopic qubit ensemble coupled to cavity: role of
  collective dark states",2017-08-25
5088,Oscillations from satiation of predators,2017-08-25
5089,Freezeout systematics due to the hadron spectrum,2017-08-27
5090,Aerosol properties in the atmospheres of extrasolar giant planets,2017-08-30
5091,"Robust Wald-Type Tests under Random Censoring with Applications to
  Clinical Trial Analyses",2017-08-31
5092,Robust Routing in Interdependent Networks,2017-09-10
5093,"Exploring the supersymmetric U(1)$_{B-L} \times$ U(1)$_{R}$ model with
  dark matter, muon $g-2$ and $Z^\prime$ mass limits",2017-09-12
5094,"Power law tails and non Markovian dynamics in open quantum systems: An
  exact solution from Keldysh field theory",2017-09-13
5095,"Magnetic field suppression of Andreev conductance at
  superconductor-graphene interfaces",2017-09-14
5096,"Sudden transitions in coupled opinion and epidemic dynamics with
  vaccination",2017-09-19
5097,Accretion of Planetary Material onto Host Stars,2017-09-20
5098,"Subdiffusivity of Brownian motion among a Poissonian field of moving
  traps",2017-09-22
5099,The GENIUS Approach to Robust Mendelian Randomization Inference,2017-09-22
5100,"A recent origin for Saturn's rings from the collisional disruption of an
  icy moon",2017-09-26
5101,"Seed mass diversity along resource gradients: the role of allometric
  growth rate and size-asymmetric competition",2017-09-27
5102,A Comet Active Beyond the Crystallization Zone,2017-09-28
5103,"Topological Dirac states beyond $π$ orbitals for silicene on SiC(0001)
  surface",2017-10-01
5104,"Black hole formation and fallback during the supernova explosion of a
  $40 \,\mathrm{M}_\odot$ star",2017-10-02
5105,From 3d duality to 2d duality,2017-10-02
5106,Games and Big Data: A Scalable Multi-Dimensional Churn Prediction Model,2017-10-06
5107,"Study of dijet events with a large rapidity gap between the two leading
  jets in pp collisions at $\sqrt{s}$ = 7 TeV",2017-10-06
5108,"Characterization of Maximally Random Jammed Sphere Packings. III.
  Transport and Electromagnetic Properties via Correlation Functions",2017-10-11
5109,"Survivable Probability of Network Slicing with Random Physical Link
  Failure",2017-10-16
5110,Spontaneous Symmetry Breaking in Neural Networks,2017-10-17
5111,"PICOSEC: Charged particle Timing to 24 picosecond Precision with
  MicroPattern Gas Detectors",2017-10-23
5112,"Current transport properties and phase diagram of a Kitaev chain with
  long-range pairing",2017-10-24
5113,Tidal dwarf galaxies in cosmological simulations,2017-10-25
5114,"Topology in the $SU(N_f)$ chiral symmetry restored phase of unquenched
  QCD and axion cosmology",2017-10-26
5115,"Modulations in Spectra of Galactic Gamma-ray sources as a result of
  photon-ALPs mixing",2017-10-24
5116,"On Fair Reinsurance Premiums; Capital Injections in a Perturbed Risk
  Model",2017-10-30
5117,"Entanglement negativity and sudden death in the toric code at finite
  temperature",2017-10-30
5118,"Reconnecting statistical physics and combinatorics beyond ensemble
  equivalence",2017-10-31
5119,"Infrared Emission from Supernova Remnants: Formation and Destruction of
  Dust",2017-11-03
5120,"Towards a population synthesis model of self-gravitating disc
  fragmentation and tidal downsizing II: The effect of fragment-fragment
  interactions",2017-11-03
5121,"Transient spiral arms from far out of equilibrium gravitational
  evolution",2017-11-06
5122,Neutrinos and Ultra-High-Energy Cosmic-Ray Nuclei from Blazars,2017-11-06
5123,Turbulence appearance and non-appearance in thin fluid layers,2017-11-13
5124,Enhanced flagellar transport in asymmetric periodic arrays,2017-11-13
5125,Quantum non-demolition detection of an itinerant microwave photon,2017-11-15
5126,"Thermal transitions, pseudogap behavior and BCS-BEC crossover in
  Fermi-Fermi mixtures",2017-11-15
5127,The optimal timing of reintroducing captive populations into the wild,2017-11-16
5128,"A dearth of small particles in the transiting material around the white
  dwarf WD 1145+017",2017-11-19
5129,Evolution at the edge of expanding populations,2017-11-21
5130,Effect of sodium chloride (NaCl) on the growth of six Acacia species,2017-10-30
5131,"Implications of the interstellar object 1I/'Oumuamua for planetary
  dynamics and planetesimal formation",2017-11-27
5132,Steady bipartite coherence induced by non-equilibrium environment,2017-11-28
5133,"Approaching the Type-II Dirac Point and Concomitant Superconductivity in
  Pt-doping Stabilized Metastable 1T-phase IrTe2",2017-11-29
5134,Simplified TeV leptophilic dark matter in light of DAMPE data,2017-11-29
5135,"A Novel Data-Driven Framework for Risk Characterization and Prediction
  from Electronic Medical Records: A Case Study of Renal Failure",2017-11-29
5136,"The E-MOSAICS Project: simulating the formation and co-evolution of
  galaxies and their star cluster populations",2017-11-30
5137,Precise Neutron Lifetime Measurement with a Solenoidal Coil,2017-12-05
5138,Evolutionary dynamics of cooperation in neutral populations,2017-12-06
5139,Geometric phase of quenched spin models,2017-12-08
5140,Adequacy of Si:P Chains as Fermi-Hubbard Simulators,2017-12-08
5141,"Covariance in self dual inhomogeneous models of effective quantum
  geometry: Spherical symmetry and Gowdy systems",2017-12-11
5142,Cogniculture: Towards a Better Human-Machine Co-evolution,2017-12-11
5143,"Non-Abelian bosonization and modular transformation approach to
  superuniversality",2017-12-13
5144,Networks of coupled quadratic nodes,2017-12-16
5145,On modular categories O for quantized symplectic resolutions,2017-12-20
5146,On the Individual Surrogate Paradox,2017-12-23
5147,"A Fast and Accurate Failure Frequency Approximation for $k$-Terminal
  Reliability Systems",2017-12-27
5148,"Massive Nambu-Goldstone Fermions and Bosons for Non-relativistic
  Superconformal Symmetry: Jackiw-Pi Vortices in a Trap",2017-12-28
5149,Do SN 2002cx-like and SN Ia-CSM objects share the same origin?,2017-12-31
5150,Can INO be Sensitive to Flavor-Dependent Long-Range Forces?,2018-01-03
5151,"The HST large programme on $ω$ Centauri -- III. Absolute proper
  motion",2018-01-04
5152,Monte Carlo modified profile likelihood in models for clustered data,2018-01-08
5153,"Abstract: Probabilistic Prognostic Estimates of Survival in Metastatic
  Cancer Patients",2018-01-09
5154,"The double helium-white dwarf channel for the formation of AM CVn
  binaries",2018-01-10
5155,Mass-accreting white dwarfs and type Ia supernovae,2018-01-12
5156,"Shrink or Substitute: Handling Process Failures in HPC Systems using
  In-situ Recovery",2018-01-14
5157,Robust capacitated trees and networks with uniform demands,2018-01-15
5158,"Fluctuation effects at the onset of $\bf 2k_F$ density wave order with
  one pair of hot spots in two-dimensional metals",2018-01-15
5159,"Out-of-equilibrium dynamics of repulsive Fermi gases in quasi-periodic
  potentials: a Density Functional Theory study",2018-01-17
5160,"Universes without the Weak Force: Astrophysical Processes with Stable
  Neutrons",2018-01-17
5161,"Evidence of an Upper Bound on the Masses of Planets and its Implications
  for Giant Planet Formation",2018-01-18
5162,Controlling IL-7 injections in HIV-infected patients,2018-01-18
5163,Magnetic Imprisonment of Dusty Pinballs by a Supernova Remnant,2018-01-21
5164,On the bio-habitability of M-dwarf planets,2018-02-01
5165,"The allowed parameter space of a long-lived neutron star as the merger
  remnant of GW170817",2018-02-02
5166,"Bayesian study of relativistic open and hidden charm in anisotropic
  lattice QCD",2018-02-02
5167,"Spinup and Disruption of Interstellar Asteroids by Mechanical Torques,
  and Implications for 1I/2017 U1 (`Oumuamua)",2018-02-05
5168,"Survival amplitude, instantaneous energy and decay rate of an unstable
  system: Analytical results",2018-02-02
5169,"Physical and numerical stability and instability of AGN bubbles in a hot
  intracluster medium",2018-02-06
5170,"Towards Understanding the Structure, Dynamics and Bio-activity of
  Diabetic Drug Metformin",2018-02-07
5171,"Spectroscopic evidence of topological phase transition in 3D Dirac
  semimetal Cd$_3$(As$_{1-x}$P$_x$)$_2$",2018-02-12
5172,Unambiguous Evidence of Filament Splitting-Induced Partial Eruptions,2018-02-14
5173,On the Fundamentality of Meaning,2018-01-26
5174,"Threshold response and bistability in gene regulation by small noncoding
  RNA",2018-02-15
