,titles,dates
6557,The dynamics of crack front waves in 3D material failure,2023-06-30
6558,"Partial Linear Cox Model with Deep ReLU Networks for Interval-Censored
  Failure Time Data",2023-07-01
6559,User-Friendly Safety Monitoring System for Manufacturing Cobots,2023-07-04
6560,Shattering in Pure Spherical Spin Glasses,2023-07-10
6561,"Ageing Analysis of Embedded SRAM on a Large-Scale Testbed Using Machine
  Learning",2023-07-13
6562,"Decentralized Smart Charging of Large-Scale EVs using Adaptive
  Multi-Agent Multi-Armed Bandits",2023-07-20
6563,"Adaptive ResNet Architecture for Distributed Inference in
  Resource-Constrained IoT Systems",2023-07-21
6564,"Resilient Scheduling of Control Software Updates in Radial Power
  Distribution Systems",2023-07-23
6565,Self-stabilizing Byzantine-tolerant Recycling,2023-07-27
6566,"Regularization, early-stopping and dreaming: a Hopfield-like setup to
  address generalization and overfitting",2023-08-01
6567,"Analyzing the Capabilities of Nature-inspired Feature Selection
  Algorithms in Predicting Student Performance",2023-08-15
6568,Deciphering Raw Data in Neuro-Symbolic Learning with Provable Guarantees,2023-08-21
6569,"Unlocking Retrospective Prevalent Information in EHRs -- a Pairwise
  Pseudolikelihood Approach",2023-09-03
6570,Diffusion Generative Inverse Design,2023-09-05
6571,"Estimating irregular water demands with physics-informed machine
  learning to inform leakage detection",2023-09-06
6572,Predicting Fatigue Crack Growth via Path Slicing and Re-Weighting,2023-09-13
6573,Demodulation demonstration using the LightCube CubeSat,2023-09-15
6574,"Data-Driven Reachability Analysis of Stochastic Dynamical Systems with
  Conformal Inference",2023-09-17
6575,Evolve the Model Universe of a System Universe,2023-09-23
6576,"SPIRT: A Fault-Tolerant and Reliable Peer-to-Peer Serverless ML Training
  Architecture",2023-09-25
6577,"Policy Optimization in a Noisy Neighborhood: On Return Landscapes in
  Continuous Control",2023-09-26
6578,Forced oscillation source localization from generator measurements,2023-09-30
6579,"Graph Isomorphic Networks for Assessing Reliability of the
  Medium-Voltage Grid",2023-10-02
6580,"Multiscale Fusion for Abnormality Detection and Localization of
  Distributed Parameter Systems",2023-10-10
6581,"PromptRE: Weakly-Supervised Document-Level Relation Extraction via
  Prompting-Based Data Programming",2023-10-13
6582,"Hypernetwork-based Meta-Learning for Low-Rank Physics-Informed Neural
  Networks",2023-10-14
6583,What Do Deep Saliency Models Learn about Visual Attention?,2023-10-14
6584,"Signal Temporal Logic-Guided Model Predictive Control for Robust Bipedal
  Locomotion Resilient to Runtime External Perturbations",2023-10-17
6585,"Asynchronous Distributed Smoothing and Mapping via On-Manifold Consensus
  ADMM",2023-10-18
6586,Training Image Derivatives: Increased Accuracy and Universal Robustness,2023-10-21
6587,Triple Simplex Matrix Completion for Expense Forecasting,2023-10-23
6588,Characterizing Issue Management in Runtime Systems,2023-10-24
6589,"Super-resolution imaging reveals resistance to mass transfer in
  functionalized stationary phases",2023-10-25
6590,"Implementing Evidence Acquisition: Time Dependence in Contracts for
  Advice",2023-10-29
6591,Rethinking Decision Transformer via Hierarchical Reinforcement Learning,2023-11-01
6592,"EdgeDis: Enabling Fast, Economical, and Reliable Data Dissemination for
  Mobile Edge Computing",2023-11-01
6593,How quantum mechanics requires non-additive measures,2023-11-03
6594,"On higher Jacobians, Laplace equations and Lefschetz properties",2023-11-03
6595,"Obstacle- and Occlusion-Responsive Visual Tracking Control for Redundant
  Manipulators using Reachability Measure",2023-11-06
6596,"Enhancing LLM Intelligence with ARM-RAG: Auxiliary Rationale Memory for
  Retrieval Augmented Generation",2023-11-07
6597,"Dissipation anomaly and anomalous dissipation in incompressible fluid
  flows",2023-11-07
6598,Predicting Dynamic Memory Requirements for Scientific Workflow Tasks,2023-11-14
6599,Semidefinite Programming by Projective Cutting Planes,2023-11-15
6600,"Uncertainty Estimation in Contrast-Enhanced MR Image Translation with
  Multi-Axis Fusion",2023-11-20
6601,"Voltage-Dependent Electromechanical Wave Propagation Modeling for
  Dynamic Stability Analysis in Power Systems",2023-11-21
6602,"Lead-acid battery lifetime extension in solar home systems under
  different operating conditions",2023-11-23
6603,"Anonymous Jamming Detection in 5G with Bayesian Network Model Based
  Inference Analysis",2023-11-28
6604,"TRC: Trust Region Conditional Value at Risk for Safe Reinforcement
  Learning",2023-12-01
6605,Hashmarks: Privacy-Preserving Benchmarks for High-Stakes AI Evaluation,2023-12-01
6606,"Fine-tuning pre-trained extractive QA models for clinical document
  parsing",2023-12-04
6607,"Rank-without-GPT: Building GPT-Independent Listwise Rerankers on
  Open-Source Large Language Models",2023-12-05
6608,Deliberative Technology for Alignment,2023-12-06
6609,"Stop Following Me! Evaluating the Effectiveness of Anti-Stalking
  Features of Personal Item Tracking Devices",2023-12-12
6610,"DePRL: Achieving Linear Convergence Speedup in Personalized
  Decentralized Learning with Shared Representations",2023-12-17
6611,"Distributed Asynchronous Service Deployment in the Edge-Cloud Multi-tier
  Network",2023-12-18
6612,Origins of complexity in the rheology of Soft Earth suspensions,2023-12-22
6613,"On the Hole Argument and the physical interpretation of General
  Relativity",2023-12-27
6614,"A framework for the valuation of insurance liabilities by production
  cost",2023-12-30
6615,"Physics-Informed Neural Networks for High-Frequency and Multi-Scale
  Problems using Transfer Learning",2024-01-05
6616,RaceFixer -- An Automated Data Race Fixer,2024-01-08
6617,Bimodal buckling governs human fingers luxation,2024-01-19
6618,"Fitting procedure for the two-state Batch Markov modulated Poisson
  process",2024-01-25
6619,"A Modular Aerial System Based on Homogeneous Quadrotors with
  Fault-Tolerant Control",2024-02-02
6620,"Equitable Networked Microgrid Topology Reconfiguration for Wildfire Risk
  Mitigation",2024-02-06
6621,"Same Task, More Tokens: the Impact of Input Length on the Reasoning
  Performance of Large Language Models",2024-02-19
6622,"Modeling error correction with Lindblad dynamics and approximate
  channels",2024-02-26
6623,"Collision Avoidance and Geofencing for Fixed-wing Aircraft with Control
  Barrier Functions",2024-03-04
6624,A randomized lattice rule without component-by-component construction,2024-03-05
6625,"Seamless Virtual Reality with Integrated Synchronizer and Synthesizer
  for Autonomous Driving",2024-03-06
6626,"Tackling Missing Values in Probabilistic Wind Power Forecasting: A
  Generative Approach",2024-03-06
6627,Medium Assisted Low Energy Nuclear Fusion,2024-03-07
6628,"A PID-Controlled Non-Negative Tensor Factorization Model for Analyzing
  Missing Data in NILM",2024-03-09
6629,"Efficient Fault Tolerance for Pipelined Query Engines via Write-ahead
  Lineage",2024-03-12
6630,BAGEL: Bootstrapping Agents by Guiding Exploration with Language,2024-03-12
6631,Fuzzy Fault Trees Formalized,2024-03-13
6632,On Unsupervised Image-to-image translation and GAN stability,2023-10-18
6633,Wildfire Resilient Unit Commitment under Uncertain Demand,2024-03-14
6634,"A First-Order Gradient Approach for the Connectivity Analysis of Markov
  Chains",2024-03-18
6635,One-Shot Domain Incremental Learning,2024-03-25
6636,Testing for sufficient follow-up in survival data with a cure fraction,2024-03-25
6637,Ensemble Deep Learning for enhanced seismic data reconstruction,2024-04-03
6638,"Variable-Pitch-Propeller Mechanism Design, and Development of Heliquad
  for Mid-flight Flipping and Fault-Tolerant-Control",2024-04-08
6639,"A Generic Trajectory Planning Method for Constrained All-Wheel-Steering
  Robots",2024-04-15
6640,"A Survey on Data-Driven Fault Diagnostic Techniques for Marine Diesel
  Engines",2024-04-16
6641,"Heart Rate Variability Series is the Output of a non-Chaotic System
  driven by Dynamical Noise",2024-04-17
6642,Missed Connections: Lateral Thinking Puzzles for Large Language Models,2024-04-17
6643,Efficient Data Management for IPFS dApps,2024-04-24
6644,"Large Language Model-aided Edge Learning in Distribution System State
  Estimation",2024-05-11
6645,"Model Identifiability for Bivariate Failure Time Data with Competing
  Risk: Non-parametric Cause-specific Hazards and Gamma Frailty",2024-05-13
6646,A Multimodal Learning-based Approach for Autonomous Landing of UAV,2024-05-21
6647,"Learning Manipulation Skills through Robot Chain-of-Thought with Sparse
  Failure Guidance",2024-05-22
6648,"Acquiring Better Load Estimates by Combining Anomaly and Change Point
  Detection in Power Grid Time-series Measurements",2024-05-25
6649,"Probabilistic Contrastive Learning with Explicit Concentration on the
  Hypersphere",2024-05-26
6650,"Weak saturation rank: a failure of linear algebraic approach to weak
  saturation",2024-05-28
6651,Pattern-based quantum functional testing,2024-05-31
6652,"What no one has seen before: gravitational waveforms from warp drive
  collapse",2024-06-04
6653,Cycles of Thought: Measuring LLM Confidence through Stable Explanations,2024-06-05
6654,"Verifying components of Arm(R) Confidential Computing Architecture with
  ESBMC",2024-06-05
6655,Open-Vocabulary Part-Based Grasping,2024-06-10
6656,"RaD-Net 2: A causal two-stage repairing and denoising speech enhancement
  network with knowledge distillation and complex axial self-attention",2024-06-11
6657,"Conic bundle threefolds differing by a constant Brauer class and
  connections to rationality",2024-06-19
6658,Trusting Semantic Segmentation Networks,2024-06-20
6659,"State-Compensation-Linearization-Based Stability Margin Analysis for a
  Class of Nonlinear Systems: A Data-Driven Method",2024-06-23
6660,"Integrating Generative AI with Network Digital Twins for Enhanced
  Network Operations",2024-06-24
6661,"Hierarchical Framework for Optimizing Wildfire Surveillance and
  Suppression using Human-Autonomous Teaming",2024-06-25
6662,Boxer: FaaSt Ephemeral Elasticity for Off-the-Shelf Cloud Applications,2024-06-30
6663,"AI-Driven Mobility Management for High-Speed Railway Communications:
  Compressed Measurements and Proactive Handover",2024-07-05
6664,"Delay-Aware Robust Edge Network Hardening Under Decision-Dependent
  Uncertainty",2024-07-08
6665,Towards physics-informed neural networks for landslide prediction,2024-07-09
6666,"Employing Software Diversity in Cloud Microservices to Engineer Reliable
  and Performant Systems",2024-07-10
6667,"Advanced Meta-Ensemble Machine Learning Models for Early and Accurate
  Sepsis Prediction to Improve Patient Outcomes",2024-07-11
6668,"WSESeg: Introducing a Dataset for the Segmentation of Winter Sports
  Equipment with a Baseline for Interactive Segmentation",2024-07-12
6669,Adaptive planning for risk-aware predictive digital twins,2024-07-30
6670,"Self-supervised Multi-future Occupancy Forecasting for Autonomous
  Driving",2024-07-30
6671,"RESC: A Reinforcement Learning Based Search-to-Control Framework for
  Quadrotor Local Planning in Dense Environments",2024-08-01
6672,VideoQA in the Era of LLMs: An Empirical Study,2024-08-08
6673,An improved Shifted CholeskyQR based on columns,2024-08-12
6674,Parameterized Physics-informed Neural Networks for Parameterized PDEs,2024-08-18
6675,Towards Efficient Machine Learning Method for IoT DDoS Attack Detection,2024-08-16
6676,"A Topological Gaussian Mixture Model for Bone Marrow Morphology in
  Leukaemia",2024-08-24
6677,"Root Cause Analysis for Microservice System based on Causal Inference:
  How Far Are We?",2024-08-25
6678,"DECAF: a Discrete-Event based Collaborative Human-Robot Framework for
  Furniture Assembly",2024-08-28
6679,"Microstructural features and hydrogen diffusion in bcc FeCr alloys: a
  comparison between the Kelvin probe- and nanohardness based- methods",2024-09-04
6680,"Active-Passive Federated Learning for Vertically Partitioned Multi-view
  Data",2024-09-06
6681,"Multilevel Verification on a Single Digital Decentralized Distributed
  (DDD) Ledger",2024-09-03
6682,Heterogeneous Mixed Traffic Control and Coordination,2024-09-18
6683,"Byzantine-Robust Aggregation for Securing Decentralized Federated
  Learning",2024-09-26
6684,"ReliOcc: Towards Reliable Semantic Occupancy Prediction via Uncertainty
  Learning",2024-09-26
6685,KineDepth: Utilizing Robot Kinematics for Online Metric Depth Estimation,2024-09-29
6686,"Diagnosing and Repairing Distributed Routing Configurations Using
  Selective Symbolic Simulation",2024-09-30
6687,"Racing Thoughts: Explaining Large Language Model Contextualization
  Errors",2024-10-02
6688,A Hard-Science Approach to Kondratieff's Economic Cycle,2024-10-01
6689,"SafeLLM: Domain-Specific Safety Monitoring for Large Language Models: A
  Case Study of Offshore Wind Maintenance",2024-10-06
6690,"AdaCropFollow: Self-Supervised Online Adaptation for Visual Under-Canopy
  Navigation",2024-10-16
6691,"Risk Assessment for Autonomous Landing in Urban Environments using
  Semantic Segmentation",2024-10-16
6692,"Lightweight, Secure and Stateful Serverless Computing with PSL",2024-10-25
6693,"A Machine Learning-Driven Wireless System for Structural Health
  Monitoring",2024-09-17
6694,"Inaccuracy and divergence measures based on survival extropy, their
  properties, and applications in testing and image analysis",2024-10-30
6695,Generalizing the matching decoder for the Chamon code,2024-11-05
6696,Precision Glass Thermoforming Assisted by Neural Networks,2024-11-11
6697,Dynamic Zoning of Industrial Environments with Autonomous Mobile Robots,2024-11-11
6698,Mix from Failure: Confusion-Pairing Mixup for Long-Tailed Recognition,2024-11-12
6699,Challenges in Guardrailing Large Language Models for Science,2024-11-12
6700,Any2Any: Incomplete Multimodal Retrieval with Conformal Prediction,2024-11-15
6701,MRADSIM (Matter-RADiation Interactions SIMulations),2024-11-17
6702,"Steady-State Initialization of Object-Oriented Advanced Thermal Power
  Generation System Models with Application to the Case of the SOS-CO2 Cycle",2024-11-19
6703,"MALMM: Multi-Agent Large Language Models for Zero-Shot Robotics
  Manipulation",2024-11-26
6704,"RL for Mitigating Cascading Failures: Targeted Exploration via
  Sensitivity Factors",2024-11-27
6705,"Improving Batch Normalization with TTA for Robust Object Detection in
  Self-Driving",2024-11-28
6706,"DaDu-E: Rethinking the Role of Large Language Model in Robotic Computing
  Pipeline",2024-12-02
6707,Development and Application of a Decentralized Domain Name Service,2024-12-02
6708,"Lefschetz thimble-inspired weight regularizations for complex Langevin
  simulations",2024-12-03
6709,"Stochastic models in phylogenetic comparative methods: analytical
  properties and parameter estimation",2024-12-12
6710,"Semi-autonomous Teleoperation using Differential Flatness of a Crane
  Robot for Aircraft In-Wing Inspection",2024-12-14
6711,Progressive Monitoring of Generative Model Training Evolution,2024-12-17
6712,"The Value of AI Advice: Personalized and Value-Maximizing AI Advisors
  Are Necessary to Reliably Benefit Experts and Organizations",2024-12-27
6713,"Hindsight Planner: A Closed-Loop Few-Shot Planner for Embodied
  Instruction Following",2024-12-27
6714,Distributed Framework Construction for Affine Formation Control,2025-01-03
6715,"Identifying the Hidden Nexus between Benford Law Establishment in Stock
  Market and Market Efficiency: An Empirical Investigation",2025-01-05
6716,From proto-neutron star dynamo to low-field magnetars,2025-01-08
6717,"Training-Aware Risk Control for Intensity Modulated Radiation Therapies
  Quality Assurance with Conformal Prediction",2025-01-15
6718,"Weight for Robustness: A Comprehensive Approach towards Optimal
  Fault-Tolerant Asynchronous ML",2025-01-16
6719,"Optimizing a multi-state cold-standby system with multiple vacations in
  the repair and loss of units",2025-01-14
6720,"Transformer Vibration Forecasting for Advancing Rail Safety and
  Maintenance 4.0",2025-01-20
6721,"Adaptive Client Selection in Federated Learning: A Network Anomaly
  Detection Use Case",2025-01-25
6722,Sequential Testing with Subadditive Costs,2025-01-29
6723,Battery State of Health Estimation Using LLM Framework,2025-01-30
6724,"Stress Accommodation in Nanoscale Dolan Bridges Designed for
  Superconducting Qubits",2025-02-01
6725,"Neural Cellular Automata for Decentralized Sensing using a Soft
  Inductive Sensor Array for Distributed Manipulator Systems",2025-02-03
6726,Predicting symmetries of quantum dynamics with optimal samples,2025-02-03
6727,Robotouille: An Asynchronous Planning Benchmark for LLM Agents,2025-02-06
6728,"Deep Reinforcement Learning for Backhaul Link Selection for Network
  Slices in IAB Networks",2025-02-08
6729,"From Hazard Identification to Controller Design: Proactive and
  LLM-Supported Safety Engineering for ML-Powered Systems",2025-02-11
6730,"LifeSaver: Predictive Load Limit Estimation for Transport Vehicles in
  Hilly Areas",2025-02-14
6731,Strong field physics in open quantum systems,2025-02-14
6732,Learning to Reason at the Frontier of Learnability,2025-02-17
6733,Prediction of Clinical Complication Onset using Neural Point Processes,2025-02-18
6734,"Rotate, Clip, and Partition: Towards W2A4KV4 Quantization by Integrating
  Rotation and Learnable Non-uniform Quantizer",2025-02-17
6735,Extremely Greedy Equivalence Search,2025-02-26
6736,Entanglement buffering with multiple quantum memories,2025-02-27
6737,"Bright X-ray radiation from plasma bubbles in an evolving laser
  wakefield accelerator",2017-10-16
6738,"TimeTravel: Real-time Timing Drift Attack on System Time Using Acoustic
  Waves",2024-07-09
6739,"Topologically protected edge states in time photonic crystals with
  chiral symmetry",2025-01-15
6740,Refined Mass and Geometric Measurements of the High-Mass PSR J0740+6620,2021-04-02
6741,In-situ Particle Acceleration in Collisionless Shocks,2005-02-18
6742,"LTB universes as alternatives to dark energy: does positive averaged
  acceleration imply positive cosmic acceleration?",2006-11-30
6743,"Asynchronous accelerator with RFQ injection for active longitudinal
  compression of accelerated bunches",2000-03-08
6744,"Physical conditions in potential sources of ultra-high-energy cosmic
  rays: Updated Hillas plot and radiation-loss constraints",2008-08-04
6745,"Effects of acceleration on the collision of particles in the rotating
  black hole spacetime",2011-05-31
6746,Using tevatron magnets for HE-LHC or new ring in LHC tunnel,2011-08-08
6747,Turbulent Shear Acceleration,2013-01-28
6748,"Lagrangian acceleration of passive tracers in statistically-steady
  rotating turbulence",2013-07-25
6749,A Variable-Energy CW Compact Accelerator for Ion Cancer Therapy,2017-04-13
6750,"Recent studies on single-shot diagnostics for plasma accelerators at
  SPARC_LAB",2018-02-09
6751,Fresnel diffraction patterns as accelerating beams,2013-12-12
6752,A Calculus for Modular Loop Acceleration,2020-01-06
6753,"Comparative Analysis of Simulation Results of Dielectric Laser
  Acceleration of Non-relativistic Electrons in Transparent and Reflective
  Periodic Structures",2024-11-25
6754,"Inferring Synaptic Structure in presence of Neural Interaction Time
  Scales",2014-08-05
6755,"Continuous time random walk concepts applied to extended mode coupling
  theory: A study of the Stokes-Einstein breakdown",2019-08-06
6756,"High-Speed Optical Spectroscopy of a Cataclysmic Variable Wind: BZ
  Camelopardalis",1997-10-02
6757,Quantum Vacuum and a Matter - Antimatter Cosmology,2007-03-12
6758,Nonthermal nature of incipient extremal black holes,2000-02-03
6759,Accelerated expansion from braneworld models with variable vacuum energy,2004-01-08
6760,Dark energy and the future fate of the Universe,2005-08-12
6761,"Backreaction and Unruh effect: New insights from exact solutions of
  uniformly accelerated detectors",2006-11-11
6762,"Common vacuum conservation amplitude in the theory of the radiation of
  mirrors in two-dimensional space-time and of charges in four-dimensional
  space-time",1999-12-01
6763,"Late-time cosmology in (phantom) scalar-tensor theory: dark energy and
  the cosmic speed-up",2004-05-04
6764,Accelerating universe with time variation of $G$ and $Λ$,2008-01-31
6765,"Dark energy and moduli stabilization of extra dimensions in M^{1+3}xT^2
  spacetime",2008-02-25
6766,"Measurement of diffusion coefficients of francium and rubidium in
  yttrium based on laser spectroscopy",2008-08-01
6767,"Prediction of spectral shifts proportional to source distances by
  time-varying frequency or wavelength selection",2008-12-04
6768,"Dynamical inference from a kinematic snapshot: The force law in the
  Solar System",2009-03-30
6769,"Synchrotron Emission from Elliptical Galaxies Consequent to AGN
  outbursts",2009-04-30
6770,Cascading Cosmology,2009-12-19
6771,"Evolution of linear cosmological perturbations and its observational
  implications in Galileon-type modified gravity",2009-12-23
6772,Current constraints on the cosmic growth history,2010-02-22
6773,"The solar wind as seen by SOHO/SWAN since 1996: comparison with
  SOHO/LASCO C2 coronal densities",2010-03-22
6774,"Quantum Field Theory in fractal space-time with negative
  Hausdorff-Colombeau dimensions.The solution cosmological constant problem",2010-04-03
6775,X-ray observation of AM Herculis in a very low state with Suzaku,2010-08-04
6776,"Constraints on $θ_{13}$ from A Three-Flavor Oscillation Analysis of
  Reactor Antineutrinos at KamLAND",2010-09-24
6777,"Archimedean-type force in a cosmic dark fluid: I. Exact solutions for
  the late-time accelerated expansion",2010-12-11
6778,"Interacting dark matter and modified holographic Ricci dark energy
  induce a relaxed Chaplygin gas",2011-07-25
6779,"Non-relativistic limit of quantum field theory in inertial and
  non-inertial frames and the Principle of Equivalence",2011-10-06
6780,"Interactions of Shear Layer Vortices with the Trailing Corner in an Open
  Cavity Flow",2011-10-17
6781,The role of quantum expansion in cosmic evolution,2012-02-26
6782,Stability of Cosmic Ray Modified Shocks: Two-Fluid Approach,2013-07-29
6783,Effect of laser polarization on QED cascading,2013-10-15
6784,Particle identification with the iTOP detector at Belle-II,2013-10-16
6785,"Holographic thermalization with a chemical potential in Gauss-Bonnet
  gravity",2013-11-04
6786,"Conducting The Deepest All-Sky Pulsar Survey Ever: The All-Sky High Time
  Resolution Universe Survey",2014-01-13
6787,A Riccati equation based approach to isotropic scalar field cosmologies,2014-02-18
6788,Spin dynamics in semiconductors in the streaming regime,2014-04-27
6789,"Waves of cells with an unstable phenotype accelerate the progression of
  high-grade brain tumors",2014-05-02
6790,"PXIe-based LLRF architecture and versatile test bench for heavy ion
  linear acceleration",2014-06-16
6791,"Correlated Quantum Dynamics of a Single Atom Collisionally Coupled to an
  Ultracold Finite Bosonic Ensemble",2014-10-31
6792,"Holographic dark energy models with statefinder diagnostic in modified
  $f(R,T)$ gravity",2015-07-27
6793,"In-situ, variable thickness, liquid crystal film target inserter for
  moderate repetition rate intense laser applications",2015-07-29
6794,"Radio Relics Tracing the Projected Mass Distribution in CIZA
  J2242.8+5301",2015-08-19
6795,"A Study of Transition of the Expansion of the Universe from a Phase of
  Deceleration to Acceleration through a Conversion of Matter into Dark Energy
  in the Framework of Brans-Dicke Theory",2015-11-06
6796,Is the Effective Field Theory of Dark Energy Effective?,2015-12-19
6797,Abundances of 59Co and 59Ni in the cosmic ray flux,2016-02-16
6798,GIFT: A Real-time and Scalable 3D Shape Search Engine,2016-04-07
6799,"Real-time observation of interfering crystal electrons in high-harmonic
  generation",2016-04-13
6800,The Cornell-BNL FFAG-ERL Test Accelerator: White Paper,2015-04-02
6801,Cosmological Tests of Modified Gravity,2015-04-17
6802,Probing Modified Gravity with Atom-Interferometry: a Numerical Approach,2015-07-11
6803,Cosmology Beyond Einstein,2015-08-25
6804,"Estimation of direct laser acceleration in laser wakefield accelerators
  using particle-in-cell simulations",2015-09-25
6805,Phenomenology in minimal theory of massive gravity,2015-12-13
6806,"The environment of the gamma-ray emitting SNR G338.3-0.0: a hadronic
  interpretation for HESS J1640-465",2016-03-16
6807,"Star-planet interactions: II. Is planet engulfment the origin of fast
  rotating red giants?",2016-06-26
6808,"Vertical dynamics of a horizontally-oscillating active object in a 2D
  granular medium",2016-09-06
6809,"High-energy emission from non-relativistic radiative shocks: application
  to gamma-ray novae",2016-11-14
6810,Deep LOFAR observations of the merging galaxy cluster CIZA J2242.8+5301,2017-06-29
6811,LUNA: Status and Prospects,2017-07-25
6812,"Abundances, Ionization States, Temperatures, and FIP in Solar Energetic
  Particles",2017-09-03
6813,"SparCE: Sparsity aware General Purpose Core Extensions to Accelerate
  Deep Neural Networks",2017-11-07
6814,"Experimental Evidences Supporting the Extension of the Equivalence
  Principle to Electromagnetic Fields",2017-12-11
6815,"Design and Implementation of a Thomson Parabola for Fluence Dependent
  Energy-Loss Measurements at the Neutralized Drift Compression eXperiment",2018-04-10
6816,"Evolution and thermodynamics of new holographic dark energy with bulk
  viscosity in modified $f(R, T)$ gravity",2018-04-13
6817,"Harmonic-summing Module of SKA on FPGA--Optimising the Irregular Memory
  Accesses",2018-05-30
6818,Testing Gravity with wide binary stars like $α$ Centauri,2018-05-31
6819,"Performance evaluation over HW/SW co-design SoC memory transfers for a
  CNN accelerator",2018-05-09
6820,"Acceleration and Quantitation of Localized Correlated Spectroscopy using
  Deep Learning: A Pilot Simulation Study",2018-06-28
6821,"Integration of CUDA Processing within the C++ library for parallelism
  and concurrency (HPX)",2018-10-26
6822,ExPRES: a Tool to Simulate Exoplanetary and Planetary Radio Emissions,2019-01-31
6823,"Dynamic Vision Sensor integration on FPGA-based CNN accelerators for
  high-speed visual classification",2019-05-17
6824,Observation of the Stimulated Quantum Cherenkov Effect,2019-09-02
6825,"Nonlinear equilibria and emittance growth in plasma wakefield
  accelerators with ion motion",2020-03-26
6826,The infancy of core-collapse supernova remnants,2020-08-04
6827,High-energy gamma-ray study of the dynamically young SNR G150.3+4.5,2020-09-17
6828,"Impact of On-Chip Interconnect on In-Memory Acceleration of Deep Neural
  Networks",2021-07-06
6829,"A machine learning accelerated inverse design of underwater acoustic
  polyurethane coatings with cylindrical voids",2022-03-02
6830,A Framework for Lattice QCD Calculations on GPUs,2014-08-25
6831,"Exact Recession Velocity and Cosmic Redshift Based on Cosmological
  Principle and Yang-Mills Gravity",2019-08-01
6832,"Azimuthal decomposition study of a realistic laser profile for efficient
  modeling of Laser WakeField Acceleration",2020-01-14
6833,Soundness of Dark Energy properties,2020-05-05
6834,An Eclipsing Black Widow Pulsar in NGC 6712,2021-09-14
6835,"Dramatic changes in the observed velocity of the accretion disk wind in
  MCG-03-58-007 are revealed by XMM-Newton and NuSTAR",2021-11-08
6836,"CAMA: Energy and Memory Efficient Automata Processing in
  Content-Addressable Memories",2021-12-01
6837,"On the properties of 0.11 keV to 344 MeV ion spectra in the inner
  heliosheath using regularized $κ$-distributions",2022-06-02
6838,"Detection of diffuse gamma-ray emission towards a massive star forming
  region hosting Wolf-Rayet stars",2022-07-14
6839,Transport parameters from AMS-02 F/Si data and fluorine source abundance,2022-08-02
6840,"A fast tracking code for evaluating collective effects in linear
  accelerators",2022-08-12
6841,21st Century Global and Regional Surface Temperature Projections,2022-10-06
6842,Viscous fluid cosmology in symmetric teleparallel gravity,2022-11-01
6843,"Evidence for non-thermal X-ray emission from the double WR
  colliding-wind binary Apep",2023-02-16
6844,"Constraining viscous dark energy equation of state in $f(R,L_m)$ gravity",2023-03-28
6845,"Reconstruction of an Observationally Constrained $f(R, T)$ gravity model",2023-04-23
6846,"A 334$μ$W 0.158mm$^2$ ASIC for Post-Quantum Key-Encapsulation
  Mechanism Saber with Low-latency Striding Toom-Cook Multiplication Authors
  Version",2023-05-17
6847,The gravitational force field of proto-pancakes,2023-05-22
6848,"Investigating the accelerated expansion of the Universe through updated
  constraints on viable $f(R)$ models within the metric formalism",2023-06-21
6849,"Ultrafast transfer of low-mass payloads to Mars and beyond using
  aerographite solar sails",2023-08-31
6850,"Modeling the Galactic center gamma-ray emission with more realistic
  cosmic-ray dynamics",2023-10-02
6851,Deep Cardiac MRI Reconstruction with ADMM,2023-10-10
6852,"Averaging over cosmic structure: Cosmological backreaction and the gauge
  problem",2023-10-30
6853,"Automatic differentiation accelerated shape optimization approaches to
  photonic inverse design on rectilinear simulation grids",2023-11-07
6854,"Asymptotic convergence of restarted Anderson acceleration for certain
  normal linear systems",2023-12-08
6855,"CIM-MLC: A Multi-level Compilation Stack for Computing-In-Memory
  Accelerators",2024-01-23
6856,"Seeds and Sequences of Element Abundances in Solar Energetic Particle
  Events",2024-04-07
6857,What can cosmic-ray knees reveal about source populations?,2024-04-23
6858,"Implementation of a Mesh refinement algorithm into the quasi-static PIC
  code QuickPIC",2024-05-01
6859,"Why are thermally- and cosmic ray-driven galactic winds fundamentally
  different?",2024-05-21
6860,"Wide Binaries, Retardation and the External Field Effect",2024-06-19
6861,"Enhanced particle acceleration in a pulsar wind interacting with a
  companion",2024-06-26
6862,"Further improvement of medium temperature heat treated SRF cavities for
  high gradients",2024-07-17
6863,"Particle acceleration, escape and non-thermal emission from
  core-collapse supernovae inside non-identical wind-blown bubbles",2024-08-28
6864,"Cosmic averaging over multiscaled structure: on foliations, gauges and
  backreaction",2024-08-16
6865,LoopTree: Exploring the Fused-layer Dataflow Accelerator Design Space,2024-09-20
6866,"Spectral Energy Distribution Variability of the Blazar OJ 287 during
  2009-2021",2024-12-14
6867,"SoMa: Identifying, Exploring, and Understanding the DRAM Communication
  Scheduling Space for DNN Accelerators",2025-01-22
6868,Transients from Initial Conditions: A Perturbative Analysis,1997-11-17
6869,A Historic Name-Trail Service,2002-10-19
6870,A Simple Cooperative Diversity Method Based on Network Path Selection,2005-10-24
6871,"Empirical Distributions of Log-Returns: between the Stretched
  Exponential and the Power Law?",2003-05-20
6872,Stochastic Model for Power Grid Dynamics,2006-09-24
6873,"Architecture of a Quantum Multicomputer Optimized for Shor's Factoring
  Algorithm",2006-07-11
6874,"No periodicity revealed for an ""eclipsing"" ultraluminous supersoft X-ray
  source in M81",2008-02-21
