,titles,dates
6911,Shellability of the higher pinched Veronese posets,2013-05-14
6912,"The Unary Fragments of Metric Interval Temporal Logic: Bounded versus
  Lower bound Constraints (Full Version)",2013-05-14
6913,"On the mathematically reliable long-term simulation of chaos of Lorenz
  equation in the interval [0,10000]",2013-05-18
6914,Spectral and Parametric Averaging for Integrable Systems,2013-06-03
6915,Strong lensing constraints on bimetric massive gravity,2013-06-05
6916,Quantifying the computability of the Lorenz system,2013-06-12
6917,"Eigenvalue counting inequalities, with applications to Schrodinger
  operators",2013-06-14
6918,"Pinning consensus in networks of multiagents via a single impulsive
  controller",2013-06-20
6919,Dynamical entanglement entropy with angular momentum and U(1) charge,2013-06-20
6920,"The two-point correlation function of the fractional parts of \sqrt{n}
  is Poisson",2013-06-27
6921,"A Comparison of Non-stationary, Type-2 and Dual Surface Fuzzy Control",2013-07-03
6922,"Study of Target Dependence of Clan Model Parameter in 84^Kr_36 -
  Emulsion Interactions at 1 GeV per nucleon",2013-07-16
6923,Double-interval societies,2013-07-18
6924,"Efficient Micro-electrode Recording Modeling using a Filtered Point
  Process",2013-07-19
6925,"Finite-State Markov Modeling of Leaky Waveguide Channels in
  Communication-based Train Control (CBTC) Systems",2013-07-30
6926,"A Closer Look at the Fluctuations in Brightness of SN 2009ip During Its
  Late 2012 Eruption",2013-08-16
6927,"Opening up and control of spectral gaps of the Laplacian in periodic
  domains",2013-08-19
6928,The full Kostant-Toda hierarchy on the positive flag variety,2013-08-22
6929,"Bayesian Wavelet Shrinkage of the Haar-Fisz Transformed Wavelet
  Periodogram",2013-09-10
6930,"Rigidity for $C^1$ actions on the interval arising from hyperbolicity I:
  solvable groups",2013-09-20
6931,"Numerical solutions of a class of second order boundary value problems
  on using Bernoulli Polynomials",2013-09-24
6932,"Yakutsk array radio emission registration results in the energy range of
  3*10^16-5*10^18 eV",2013-09-26
6933,"A novel Monte Carlo model and simulations of magnetic alloys for nuclear
  applications",2013-09-27
6934,"Soliton pair generation in the interactions of Airy and nonlinear
  accelerating beams",2013-10-05
6935,General inner approximation of vector-valued functions,2013-10-07
6936,Asymptotically periodic piecewise contractions of the interval,2013-10-22
6937,Averaging for nonlinear systems evolving on Riemannian manifolds,2013-11-11
6938,Lower bounds for the truncated Hilbert transform,2013-11-26
6939,"Semi-Penalized Inference with Direct False Discovery Rate Control in
  High-Dimensions",2013-11-29
6940,"Quantitative isoperimetric inequalities for log-convex probability
  measures on the line",2014-01-03
6941,Inference for Monotone Trends Under Dependence,2014-01-13
6942,"Landau-Stark states and edge-induced Bloch oscillations in topological
  lattices",2014-01-15
6943,"Comparison of quantum discord and local quantum uncertainty in a
  vertical quantum dot",2014-01-18
6944,"On the radiative and thermodynamic properties of the extragalactic far
  infrared background radiation using COBE FIRAS instrument data",2014-01-17
6945,Higher spin entanglement entropy from CFT,2014-01-31
6946,"Exact value of the correlation factor for the divacancy mechanism in FCC
  crystals: the end of a long quest",2014-02-11
6947,"Aggregate Characterization of User Behavior in Twitter and Analysis of
  the Retweet Graph",2014-02-11
6948,The inf-sup constant for the divergence on corner domains,2014-02-15
6949,"Surface atomic diffusion processes observed at milliseconds time
  resolution using environmental TEM",2014-02-18
6950,On the Riemann Hypothesis and the Difference Between Primes,2014-02-26
6951,Testing monotonicity via local least concave majorants,2014-03-07
6952,"A probabilistic estimation and prediction technique for dynamic
  continuous social science models: The evolution of the attitude of the Basque
  Country population towards ETA as a case study",2014-03-30
6953,Large time behavior in an exactly soluble out of equilibrium model,2014-04-08
6954,r-Extreme Signalling for Congestion Control,2014-04-09
6955,Gravitational Field Equation and the Structure of Black Holes,2014-04-11
6956,"Near-Dirichlet quantum dynamics for a $p^3$-corrected particle on an
  interval",2014-04-21
6957,Time Petri Nets with Dynamic Firing Dates: Semantics and Applications,2014-04-28
6958,A universal correction to higher spin entanglement entropy,2014-04-30
6959,"The P-Box CDF-Intervals: Reliable Constraint Reasoning with Quantifiable
  Information",2014-05-12
6960,A simple rank-based Markov chain with self-organized criticality,2014-05-14
6961,"A Consistent Way of Analysis of Hadrons Measured in a Finite Rapidity
  Interval in Relativistic Heavy-ion Collisions",2014-05-15
6962,"CDF-Intervals: A Reliable Framework to Reason about Data with
  Uncertainty",2014-05-15
6963,"Another Look at Confidence Intervals: Proposal for a More Relevant and
  Transparent Approach",2014-05-20
6964,Parry's topological transitivity and f-expansions,2014-05-22
6965,Single Interval Rényi Entropy At Low Temperature,2014-05-24
6966,Simulation of multivariate diffusion bridge,2014-05-29
6967,"Free Boundary Formulation for BVPs on a Semi-Infinite Interval and
  Non-Iterative Transformation Methods",2014-06-11
6968,Categorical Probability Theory,2014-06-23
6969,Dealing with Zero Density Using Piecewise Phase-type Approximation,2014-06-29
6970,"Stochastic nonlinear Schrödinger equations: no blow-up in the
  non-conservative case",2014-09-14
6971,"Reynolds number of transition and large-scale properties of strong
  turbulence",2014-09-14
6972,Nuts and Bolts for Creating Space,2014-09-16
6973,Crosscut-simplicial Lattices,2014-09-22
6974,Fluctuation scaling in neural spike trains,2014-09-24
6975,"On the spike train variability characterized by variance-to-mean power
  relationship",2014-09-25
6976,"Noise-controlled bistability in an excitable system with positive
  feedback",2014-10-07
6977,"An Econophysical dynamical approach of expenditure and income
  distribution in the UK",2014-10-14
6978,"A Description of the Subgraph Induced at a Labeling of a Graph by the
  Subset of Vertices with an Interval Spectrum",2014-10-29
6979,"Selecting the number of principal components: estimation of the true
  rank of a noisy matrix",2014-10-30
6980,Incorporating Views on Market Dynamics in Options Hedging,2014-11-14
6981,Optimal Mean Reversion Trading with Transaction Costs and Stop-Loss Exit,2014-11-18
6982,"The Solving of the Problems with Random Division of an Interval with Use
  of Computer Analytic Programs",2014-11-20
6983,"Recovering Spatiotemporal Correspondence between Deformable Objects by
  Exploiting Consistent Foreground Motion in Video",2014-12-01
6984,"Multi-criteria neutrosophic decision making method based on score and
  accuracy functions under neutrosophic environment",2014-12-17
6985,"Spline Galerkin methods for the Sherman-Lauricella equation on contours
  with corners",2015-01-01
6986,Rényi Entropy of Free Compact Boson on Torus,2015-01-02
6987,Conductance noise in nano-patterned PbS quantum dot arrays,2015-01-08
6988,Inference on the Parameters of the Weibull Distribution Using Records,2015-01-09
6989,Global root bracketing method with adaptive mesh refinement,2015-01-21
6990,"Convex cones of generalized multiply monotone functions and the dual
  cones",2015-01-26
6991,Confidence intervals for AB-test,2015-01-30
6992,"Multidimensional analysis of Bose-Einstein correlations in pp collisions
  at 2.76 and 7 TeV in CMS",2015-02-20
6993,New representation results for planar graphs,2015-02-22
6994,On a non-parametric confidence interval for the regression slope,2015-02-23
6995,"Proof of the local mass-angular momenta inequality for $U(1)^2$
  invariant black holes",2015-03-11
6996,Composition of Transfer Matrices for Potentials with Overlapping Support,2015-03-13
6997,Density of states method for the Z(3) spin model,2015-03-17
6998,"Dyck algebras, interval temporal logic and posets of intervals",2015-03-17
6999,"Existence and concentration of solution for a class of fractional
  Hamiltonian systems with subquadratic potential",2015-03-23
7000,Event-triggered control under time-varying rates and channel blackouts,2015-03-26
7001,Measuring the Graph Concordance of Locally Dependent Observations,2015-04-14
7002,"Approximation of exponential-type functions on a uniform grid by shifts
  of a basis function",2015-04-16
7003,"Learning discriminative trajectorylet detector sets for accurate
  skeleton-based action recognition",2015-04-20
7004,Popular values of the largest prime divisor function,2015-04-22
7005,"Thin and Thick Strip Passage Times for Lévy Flights and Lévy
  Processes",2015-04-24
7006,Conductance and absolutely continuous spectrum of 1D samples,2015-04-27
7007,A Fractal Operator on Some Standard Spaces of Functions,2015-05-19
7008,"Disconjugacy characterization by means of spectral of $(k,n-k)$ problems",2015-06-09
7009,"Exact invariant measures: How the strength of measure settles the
  intensity of chaos",2015-06-10
7010,Absolute order in general linear groups,2015-06-10
7011,A Linear Model for Interval-valued Data,2015-06-11
7012,HuTO: an Human Time Ontology for Semantic Web Applications,2015-06-19
7013,Least Energy Approximation for Processes with Stationary Increments,2015-06-28
7014,"Centrality, rapidity and transverse momentum dependence of isolated
  prompt photon production in lead-lead collisions at $\sqrt{s_{\mathrm{NN}}} =
  2.76$ TeV measured with the ATLAS detector",2015-06-29
7015,"Stability estimates for the regularized inversion of the truncated
  Hilbert transform",2015-07-04
7016,"Efficient estimation for diffusions sampled at high frequency over a
  fixed time interval",2015-07-24
7017,"Studies on properties and estimation problems for modified extension of
  exponential distribution",2015-08-09
7018,"Unique continuation from infinity in asymptotically Anti-de Sitter
  spacetimes",2015-08-16
7019,Sampling Goldbach Numbers at Random,2015-08-05
7020,"Existence and genericity of finite topological generating sets for
  homeomorphism groups",2015-08-19
7021,"Optimal Dynamic Formation Control of Multi-Agent Systems in Environments
  with Obstacles",2015-08-19
7022,"Uplink Pilot and Data Power Control for Single Cell Massive MIMO Systems
  with MRC",2015-09-09
7023,"Stern Sequences for a Family of Multidimensional Continued Fractions:
  TRIP-Stern Sequences",2015-09-17
7024,"Data preprocessing for parameter estimation. An application to a
  reactive bimolecular transport model",2015-09-22
7025,"Charged-particle multiplicities in proton-proton collisions at
  $\sqrt{s}$ = 0.9 to 8 TeV",2015-09-24
7026,The enumeration of generalized Tamari intervals,2015-11-18
7027,"Spin structures and entanglement of two disjoint intervals in conformal
  field theories",2015-11-26
7028,Always Valid Inference: Bringing Sequential Analysis to A/B Testing,2015-12-15
7029,"Decomposition spaces, incidence algebras and Möbius inversion III: the
  decomposition space of Möbius intervals",2015-12-23
7030,"An Evidence of Mass Dependent Differential Kinetic Freeze-out Scenario
  Observed in Pb-Pb Collisions at 2.76 TeV",2016-01-01
7031,"Similarity-First Search: a new algorithm with application to Robinsonian
  matrix recognition",2016-01-14
7032,Local universality for real roots of random trigonometric polynomials,2016-01-21
7033,"Statistically determined dispersion relations of magnetic field
  fluctuations in the terrestrial foreshock",2016-01-29
7034,"Quantifying Artifacts over Time: Interval Estimation of a Poisson
  Distribution using the Jeffreys Prior",2016-02-02
7035,"On the Distribution of the Number of Goldbach Partitions of a Randomly
  Chosen Positive Even Integer",2016-02-03
7036,Preconditioned iterative methods for eigenvalue counts,2016-02-06
7037,Redividing the Cake,2016-03-01
7038,"The Value of A Statistical Life in Absence of Panel Data: What can we
  do?",2016-03-02
7039,"Bias Correction of Semiparametric Long Memory Parameter Estimators via
  the Pre-filtered Sieve Bootstrap",2016-03-06
7040,"Relative entropy of excited states in two dimensional conformal field
  theories",2016-03-09
7041,A Simple and Effective Inequality Measure,2016-03-10
7042,Quantum clock: A critical discussion on spacetime,2016-03-11
7043,Minimal relations and catenary degrees in Krull monoids,2016-03-21
7044,"The enclosure method for inverse obstacle scattering over a finite time
  interval: IV. Extraction from a single point on the graph of the response
  operator",2016-03-29
7045,"Confidence Bands for the Logistic and Probit Regression Models Over
  Intervals",2016-04-05
7046,"The topological property of the irregular sets on the lengths of basic
  intervals in beta-expansions",2016-04-06
7047,"On the viscous Cahn-Hilliard equation with singular potential and
  inertial term",2016-04-19
7048,Lower estimation of the difference among quasi-arithmetic means,2016-04-24
7049,Edge-covers in d-interval hypergraphs,2016-05-06
7050,"Frequency-Selective Vandermonde Decomposition of Toeplitz Matrices with
  Applications",2016-05-09
7051,Recognizing Simple-Triangle Graphs by Restricted 2-Chain Subgraph Cover,2016-05-24
7052,"An estimator for Poisson means whose relative error distribution is
  known",2016-05-30
7053,"Szegő-type asymptotics for ray sequences of Frobenius-Padé
  approximants",2016-05-31
7054,Foliations with all non-closed leaves on non-compact surfaces,2016-05-31
7055,Light-Cone Fluctuations in the Cosmic String Spacetime,2016-06-06
7056,Stochastic difference equations with the Allee effect,2016-06-06
7057,Particle models with self sustained current,2016-06-15
7058,Computing hypergeometric functions rigorously,2016-06-22
7059,A Boyer-Moore Type Algorithm for Timed Pattern Matching,2016-06-23
7060,Confidence distributions from likelihoods by median bias correction,2016-07-18
7061,"Exact prior-free probabilistic inference in a class of non-regular
  models",2016-08-24
7062,"Invariance Control Synthesis for Switched Systems: An Interval Analysis
  Approach",2016-08-30
7063,Scattering Equations: Real Solutions and Particles on a Line,2016-08-31
7064,Spacetime quantization effects on 5-dimensional black string evaporation,2016-09-08
7065,A regular analogue of the Smilansky model: spectral properties,2016-09-10
7066,Discussion of Entanglement Entropy in Quantum Gravity,2016-09-13
7067,"Nonequilibrium Dynamical Cluster Approximation study of the
  Falicov-Kimball Model",2016-09-15
7068,"Optimal waveform for the entrainment of oscillators perturbed by an
  amplitude-modulated high-frequency force",2016-09-19
7069,"Exact distributions of cover times for $N$ independent random walkers in
  one dimension",2016-09-20
7070,"Iterative observer-based state and parameter estimation for linear
  systems",2016-09-22
7071,"Measurement of the production of high-$p_{\rm T}$ electrons from
  heavy-flavour hadron decays in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76
  TeV",2016-09-22
7072,"On the $L^p$-theory of $C_0$-semigroups associated with second-order
  elliptic operators with complex singular coefficients",2016-09-27
7073,"A Bayesian Interval Dose-Finding Design Addressing Ockham's Razor:
  mTPI-2",2016-09-28
7074,Transport of measures on networks,2016-10-03
7075,"Statistics of Robust Optimization: A Generalized Empirical Likelihood
  Approach",2016-10-11
7076,The Triple Lattice PETs,2016-10-12
7077,An optimal approximation formula for functions with singularities,2016-10-21
7078,"A pressure-induced topological phase with large Berry curvature in
  Pb$_{1-x}$Sn$_x$Te",2016-10-24
7079,"Noise-induced interspike interval correlations and spike train
  regularization in spike-triggered adapting neurons",2016-10-28
7080,"Holographic Rényi entropy for two-dimensional $\mathcal{N}$=(2,2)
  superconformal field theory",2016-11-02
7081,Uniformly valid confidence intervals post-model-selection,2016-11-03
7082,"Revisiting 154-day periodicity in the occurrence of hard flares. A
  planetary influence?",2016-11-14
7083,"A test for second-order stationarity of time series based on
  unsystematic sub-samples",2016-11-25
7084,Trimmed Conformal Prediction for High-Dimensional Models,2016-11-29
7085,"Rgbp: An R Package for Gaussian, Poisson, and Binomial Random Effects
  Models with Frequency Coverage Evaluations",2016-12-06
7086,Throughput-Optimal Load Balancing for Intra Datacenter Networks,2016-12-06
7087,Two-Spectra Theorem with Uncertainty,2016-12-15
7088,Deep neural heart rate variability analysis,2016-12-29
7089,Moderate-Resolution Holographic Spectrograph,2017-01-03
7090,A sequent calculus for the Tamari order,2017-01-11
7091,"High-resolution spectroscopy of He$_2^+$ using Rydberg-series
  extrapolation and Zeeman-decelerated supersonic beams of metastable He$_2$",2017-01-13
7092,"Centered Isotonic Regression: Point and Interval Estimation for
  Dose-Response Studies",2017-01-21
7093,"Complex structures and quantum representations for scalar QFT in curved
  spacetimes",2017-01-21
7094,"Nearest-Neighbor Based Non-Parametric Probabilistic Forecasting with
  Applications in Photovoltaic Systems",2017-01-23
7095,"A homotopy-theoretic model of function extensionality in the effective
  topos",2017-01-29
7096,A contour for the entanglement entropies in harmonic lattices,2017-01-29
7097,"Zeno and anti-Zeno effect in an open quantum system in the
  ultrastrong-coupling regime",2017-02-02
7098,Semiparametric panel data models using neural networks,2017-02-21
7099,"Distributed fiber sparse-wideband vibration sensing by sub-Nyquist
  additive random sampling",2017-02-27
7100,"Multi-scale Lipschitz percolation of increasing events for Poisson
  random walks",2017-02-28
7101,"A new belief Markov chain model and its application in inventory
  prediction",2017-03-06
7102,Absolute continuity and $α$-numbers on the real line,2017-03-08
7103,An MCMC-free approach to post-selective inference,2017-03-17
7104,On the thinness and proper thinness of a graph,2017-04-02
7105,Epicycles in hyperbolic sky,2017-04-05
7106,Estimación de la inicial de referencia utilizando simulación,2017-04-01
7107,"Posterior Asymptotic Normality for an Individual Coordinate in
  High-dimensional Linear Regression",2017-04-09
7108,Two-chains and square roots of Thompson's group $F$,2017-04-11
7109,"Test the accuracy of the Dubna phenomenological model of the masses of
  the atomic nuclei",2017-04-16
7110,"$β$-expansion: A Theoretical Framework for Fast and Recursive
  Construction of Polar Codes",2017-04-19
7111,Extreme values of the Riemann zeta function and its argument,2017-04-20
7112,"Second law for an autonomous information machine connected with multiple
  baths",2017-04-27
7113,The Problem of Coincidence in A Theory of Temporal Multiple Recurrence,2017-04-29
7114,"Shrinking Horizon Model Predictive Control with Signal Temporal Logic
  Constraints under Stochastic Disturbances",2017-05-05
7115,The Knaster-Tarski theorem versus monotone nonexpansive mappings,2017-05-22
7116,Quadratic BSDEs with mean reflection,2017-05-27
7117,CUORE Sensitivity to $0νββ$ Decay,2017-05-30
7118,The slope of surfaces with Albanese dimension one,2017-06-07
7119,Time continuity of weak-predictable random field solutions,2017-06-07
7120,"On finding the surface admittance of an obstacle via the time domain
  enclosure method",2017-06-08
7121,"A new proof of Halász's Theorem, and its consequences",2017-06-12
7122,"Nonparametric Bayesian estimation of a Hölder continuous diffusion
  coefficient",2017-06-22
7123,"Mathematical analysis of long-time behavior of magnetized fluid
  instabilities with shear flow",2017-06-25
7124,New insights into non-central beta distributions,2017-06-26
7125,AE regularity of interval matrices,2017-07-07
7126,On Quantile Risk Measures and Their Domain,2017-07-21
7127,"Interval Garside Structures for the Complex Braid Groups B(e,e,n)",2017-07-21
7128,Anisotropic Gravitational Collapse and Cosmic Jets,2017-08-03
7129,"Topological entropy of closed sets in $[0,1]^2$",2017-08-03
7130,Attractors of Piecewise Translation Maps,2017-08-12
7131,"The Three Gap Theorem, Interval Exchange Transformations, and Zippered
  Rectangles",2017-08-15
7132,FRB 121102 Burst Pairs,2017-08-24
7133,Dynamic trading under integer constraints,2017-08-25
7134,"Neutrino mixing, interval matrices and singular values",2017-08-30
7135,"On synthetic data with predetermined subject partitioning and cluster
  profiling, and pre-specified categorical variable marginal dependence
  structure",2017-09-04
7136,"Wang tiling aided statistical determination of the Representative Volume
  Element size of random heterogeneous materials",2017-07-19
7137,"The generating function for the Bessel point process and a system of
  coupled Painlevé V equations",2017-09-21
7138,"Superflares of H$_2$O Maser Emission in the Protostellar Object IRAS
  18316$-$0602",2017-09-24
7139,"Coarse-graining in the derivation of Markovian master equations and its
  significance in quantum thermodynamics",2017-10-26
7140,On the dynamics of skew tent maps,2017-10-30
7141,"Respiratory and cardiac monitoring at night using a wrist wearable
  optical system",2017-10-30
7142,"Inertia laws and localization of real eigenvalues for generalized
  indefinite eigenvalue problems",2017-11-01
7143,Bootstrapping Generalization Error Bounds for Time Series,2017-11-08
7144,Zero-Crossing Statistics for Non-Markovian Time Series,2017-11-08
7145,Boundaries without boundaries,2017-11-08
7146,Estimating global species richness using symbolic data meta-analysis,2017-11-08
7147,Lattice embeddings between types of fuzzy sets. Closed-valued fuzzy sets,2017-11-10
7148,Time-Windowed Contiguous Hotspot Queries,2017-11-10
7149,"Steady state, relaxation and first-passage properties of a
  run-and-tumble particle in one-dimension",2017-11-22
7150,"Asymptotic coverage probabilities of bootstrap percentile confidence
  intervals for constrained parameters",2017-12-07
7151,Weakly Supervised Action Localization by Sparse Temporal Pooling Network,2017-12-14
7152,Results for Wieferich Primes,2017-12-21
7153,Quantum Interval-Valued Probability: Contextuality and the Born Rule,2017-12-25
7154,Sampling Almost Periodic and related Functions,2018-01-08
7155,"Generalized Linear Models with Linear Constraints for Microbiome
  Compositional Data",2018-01-10
7156,"No eigenvalues outside the limiting support of the spectral distribution
  of general sample covariance matrices",2018-01-10
7157,A partial order on Motzkin paths,2018-01-15
7158,The Frechet distribution: Estimation and Application an Overview,2018-01-16
7159,"A Gauss-Jacobi Kernel Compression Scheme for Fractional Differential
  Equations",2018-01-18
7160,On Taylor coefficients of smooth functions,2018-01-21
7161,Internal Universes in Models of Homotopy Type Theory,2018-01-23
7162,Inference in high-dimensional graphical models,2018-01-25
7163,Grow-up for a quasilinear heat equation with a localized reaction,2018-01-29
7164,Nonparametric Bayesian volatility estimation,2018-01-30
7165,A Strange Vertex Condition Coming From Nowhere,2018-02-01
7166,Testing for equivalence: an intersection-union permutation solution,2018-02-06
7167,"Coarse median algebras: The intrinsic geometry of coarse median spaces
  and their intervals",2018-02-07
7168,"Preliminary result on stochastic system control theory for aperiod
  sample-data systems",2018-02-10
7169,"Fast and rigorous arbitrary-precision computation of Gauss-Legendre
  quadrature nodes and weights",2018-02-12
7170,Replication studies considered harmful,2018-02-13
7171,"Computing Bottleneck Distance for Multi-parameter Interval Decomposable
  Persistence Modules",2018-03-07
7172,"Analyses of multi-pion Hanbury-Brown-Twiss correlations for the
  pion-emitting sources with Bose-Einstein condensation",2018-03-21
7173,"A statistical mechanics approach to de-biasing and uncertainty
  estimation in LASSO for random measurements",2018-03-27
7174,"Observing and modeling the gamma-ray emission from pulsar/pulsar wind
  nebula complex PSR J0205+6449/3C 58",2018-03-28
7175,"An Empirical Analysis of Constrained Support Vector Quantile Regression
  for Nonparametric Probabilistic Forecasting of Wind Power",2018-03-29
7176,Event Forecasting with Pattern Markov Chains,2018-04-27
7177,Superhump period of the black hole X-ray binary GX 339-4,2018-05-01
7178,"Strong Birkhoff Ergodic Theorem for subharmonic functions with
  irrational shift and its application to analytic quasi-periodic cocycles",2018-05-01
7179,"Measurement of the inclusive J/$ψ$ polarization at forward rapidity
  in pp collisions at $\sqrt{s} = 8$ TeV",2018-05-11
7180,"Inclusive J/$ψ$ production in Xe-Xe collisions at $\sqrt{s_{\rm NN}}$
  = 5.44 TeV",2018-05-11
7181,"Low-pass Recurrent Neural Networks - A memory architecture for
  longer-term correlation discovery",2018-05-13
7182,Ramsey Numbers of Interval 2-chromatic Ordered Graphs,2018-05-15
7183,"Infinite-server queueing model with MAPkGk Markov arrival streams,
  random volume of customers in random environment subject to catastrophe",2018-05-23
7184,On the dimension spectrum of infinite subsystems of continued fractions,2018-05-30
7185,"Composition law for the Cole-Cole relaxation and ensuing evolution
  equations",2018-05-30
7186,"Asymptotic Refinements of a Misspecification-Robust Bootstrap for
  Generalized Empirical Likelihood Estimators",2018-06-04
7187,A Pulsar Time Scale Based on Parkes Observations in 1995--2010,2018-06-16
7188,Law of two-sided exit by a spectrally positive strictly stable process,2018-06-19
7189,Three-dimensional stability of leapfrogging quantum vortex rings,2018-06-21
7190,A novel approach to the quantum Buneman instability,2018-06-27
7191,Accurate Uncertainties for Deep Learning Using Calibrated Regression,2018-07-01
7192,Locally $p$-admissible measures on $\mathbb{R}$,2018-07-05
7193,Family of chaotic maps from game theory,2018-07-18
7194,"Spectral Theory for Systems of Ordinary Differential Equations with
  Distributional Coefficients",2018-07-25
7195,Applications of a class of Herglotz operator pencils,2018-07-27
7196,Goldbach and Twin Prime Pairs: A Sieve Method to Connect the Two,2018-07-30
7197,Parametric analysis of semidefinite optimization,2018-08-01
7198,"Analysis of the Threshold for Energy Consumption in Displacement of
  Random Sensors",2018-08-02
7199,"Coverage Error Optimal Confidence Intervals for Local Polynomial
  Regression",2018-08-04
7200,"Exact Passive-Aggressive Algorithms for Learning to Rank Using Interval
  Labels",2018-08-18
7201,Real coextensions as a tool for constructing triangular norms,2018-08-30
7202,Tight MIP formulations for bounded length cyclic sequences,2018-09-06
7203,Statistical Models with Uncertain Error Parameters,2018-09-15
7204,Mean Estimation with Sub-Gaussian Rates in Polynomial Time,2018-09-19
7205,Uncertainty quantification in nuclear shell model,2018-10-08
7206,"Limit shapes of local minimizers for the Alt-Caffarelli energy
  functional in inhomogeneous media",2018-10-12
7207,"Chebotarev density theorem in short intervals for extensions of
  $\mathbb{F}_q(T)$",2018-10-15
7208,"Factorization Statistics of Restricted Polynomial Specializations over
  Large Finite Fields",2018-10-17
7209,"Holographic entanglement negativity for disjoint intervals in
  $AdS_3/CFT_2$",2018-10-18
7210,Locally Private Mean Estimation: Z-test and Tight Confidence Intervals,2018-10-18
7211,"Classification of normal/abnormal heart sound recordings based on
  multi-domain features and back propagation neural network",2018-10-17
7212,"Weakly-nonlinear solution of coupled Boussinesq equations and radiating
  solitary waves",2018-10-31
7213,"Effect of Inner Lindblad Resonance on Spiral Density Waves Propagation
  in Disc Galaxies: Reflection over Absorption",2018-11-02
7214,"A simplified disproof of Beck's three permutations conjecture and an
  application to root-mean-squared discrepancy",2018-11-02
7215,Quantile regression approach to conditional mode estimation,2018-11-13
7216,"Dynamics of Entanglement in Three Coupled Harmonic Oscillator System
  with Arbitrary Time-Dependent Frequency and Coupling Constants",2018-11-15
7217,"Counting Polynomial Roots in Isabelle/HOL: A Formal Proof of the
  Budan-Fourier Theorem",2018-11-27
7218,A Mixed Integer Linear Programming Model for Multi-Satellite Scheduling,2018-11-29
7219,"Intraday forecasts of a volatility index: Functional time series methods
  with dynamic updating",2018-11-30
7220,Multiple Hermite polynomials and simultaneous Gaussian quadrature,2018-12-04
7221,"Approximation to Wiener measure on a general noncompact Riemannian
  manifold",2018-12-05
7222,"Improved Definition of NonStandard Neutrosophic Logic and Introduction
  to Neutrosophic Hyperreals",2018-11-24
7223,"Modeling Processor Idle Times in MPSoC Platforms to Enable Integrated
  DPM, DVFS, and Task Scheduling Subject to a Hard Deadline",2018-12-19
7224,Mixed Membership Recurrent Neural Networks,2018-12-23
7225,Image Encryption Algorithm Using Natural Interval Extensions,2018-12-26
7226,Rotation sets for graph maps of degree 1,2019-01-06
7227,Rotation set for maps of degree 1 on sun graphs,2019-01-06
7228,"Algorithms for the computation of the matrix logarithm based on the
  double exponential formula",2019-01-23
7229,Subsystem Trace Distance in Quantum Field Theory,2019-01-30
7230,"On the use of approximate Bayesian computation Markov chain Monte Carlo
  with inflated tolerance and post-correction",2019-02-01
7231,"Study of the process $e^+ e^- \to p \bar p$ via initial state radiation
  at BESIII",2019-02-02
7232,TIRA: Toolbox for Interval Reachability Analysis,2019-02-14
7233,"Realizations of groups of piecewise continuous transformations of the
  circle",2019-02-19
7234,"Spectra of Cayley graphs of the lamplighter group and random Schrodinger
  operators",2019-02-26
7235,"A geodesic Witten diagram description of holographic entanglement
  entropy and its quantum corrections",2019-02-26
7236,Query Scheduling in the Presence of Complex User Profiles,2019-02-27
7237,Mixing time of the adjacent walk on the simplex,2019-04-01
7238,"Quantitative Oppenheim conjecture for $S$-arithmetic quadratic forms of
  rank $3$ and $4$",2019-04-04
7239,"KLTS: A rigorous method to compute the confidence intervals for the
  Three-Cornered Hat and for Groslambert Covariance",2019-04-11
7240,Compressive Multidimensional Harmonic Retrieval with Prior Knowledge,2019-04-25
7241,De-biased graphical Lasso for high-frequency data,2019-05-04
7242,"Electric Vehicle - Power Grid Incorporation Using Distributed Resource
  Allocation Approach",2019-05-06
7243,"Optimal partitioning of an interval and applications to Sturm-Liouville
  eigenvalues",2019-05-07
7244,"Effective Subdivision Algorithm for Isolating Zeros of Real Systems of
  Equations, with Complexity Analysis",2019-05-09
7245,Homological Algebra for Persistence Modules,2019-05-14
7246,Basis Expansions for Functional Snippets,2019-05-16
7247,Regions In a Linked Dataset For Change Detection,2019-05-19
7248,HDI-Forest: Highest Density Interval Regression Forest,2019-05-24
7249,Resampling Procedures with Empirical Beta Copulas,2019-05-29
7250,"Matrix Completion in the Unit Hypercube via Structured Matrix
  Factorization",2019-05-30
7251,Rigidity in dynamics and Möbius disjointness,2019-05-30
7252,"Properties of mean dimension and metric mean dimension coming from the
  topological entropy",2019-05-30
7253,Interval timing in deep reinforcement learning agents,2019-05-31
7254,"Fast and Stable Interval Bounds Propagation for Training Verifiably
  Robust Models",2019-06-03
7255,Interval maps of given topological entropy and Sharkovskii's type,2019-06-09
7256,Confidence intervals for class prevalences under prior probability shift,2019-06-10
7257,"Cross-cultural data shows musical scales evolved to maximise imperfect
  fifths",2019-06-13
7258,"Sequential estimation of quantiles with applications to A/B-testing and
  best-arm identification",2019-06-24
7259,Simultaneous Prediction Intervals for Patient-Specific Survival Curves,2019-06-25
7260,Vector Programming Using Generative Recursion,2019-06-27
7261,"Diffusions on a space of interval partitions: construction from marked
  Lévy processes",2019-09-05
7262,Back to the Future -- Sequential Alignment of Text Representations,2019-09-08
7263,"An Efficient Interval Uncertainty Optimization Approach Based on
  Quasi-sparse Response Surface",2019-09-13
