,titles,dates
2600,Multinomial Cluster-Weighted Models for High-Dimensional Data,2022-08-23
2601,"On highly equivalent non-isomorphic countable models of arithmetic and
  set theory",2022-08-27
2602,On the Transferability of Adversarial Examples between Encrypted Models,2022-09-07
2603,ASIR: Robust Agent-based Representation Of SIR Model,2022-09-17
2604,Integrable discretizations of the SIR model,2022-09-18
2605,"Introducing Vision Transformer for Alzheimer's Disease classification
  task with 3D input",2022-10-03
2606,Bad Citrus: Reducing Adversarial Costs with Model Distances,2022-10-06
2607,Constructing $K-$optimal designs for different Scheffé models,2022-10-14
2608,"Proposed evolution in Marolf-Maxfield toy model obtained through
  correspondence to spontaneous collapse theory",2022-11-06
2609,"Air pollution models in epidemiologic studies with geostatistics and
  machine learning",2022-11-17
2610,"Linear constrained Cosserat-shell models including terms up to
  ${O}(h^5)$. Conditional and unconditional existence and uniqueness",2022-11-22
2611,German Phoneme Recognition with Text-to-Phoneme Data Augmentation,2022-11-24
2612,"Extending the Subwording Model of Multilingual Pretrained Models for New
  Languages",2022-11-29
2613,mCube: Multinomial Micro-level reserving Model,2022-11-30
2614,Modifying Survival Models To Accommodate Thresholding Behavior,2022-12-15
2615,Loop quantum cosmological model from ADM Hamiltonian,2022-12-26
2616,The Iterated Local Transitivity Model for Tournaments,2023-01-20
2617,Reduced minimal models and torsion,2023-01-23
2618,Unbiased estimators for the Heston model with stochastic interest rates,2023-01-28
2619,Automatically Marginalized MCMC in Probabilistic Programming,2023-02-01
2620,A New cross-domain strategy based XAI models for fake news detection,2023-02-04
2621,Bayesian Finite Mixtures of Ising Models,2023-04-30
2622,Leveraging BERT Language Model for Arabic Long Document Classification,2023-05-04
2623,An Ising-like model for language evolution,2023-05-23
2624,Trade-Offs Between Fairness and Privacy in Language Modeling,2023-05-24
2625,Modeling Multiple Irregularly Spaced Financial Time Series,2023-05-24
2626,Mortality Forecasting using Variational Inference,2023-05-25
2627,Reimagining Retrieval Augmented Language Models for Answering Queries,2023-06-01
2628,Isometric models of the Funk disc and the Busemann function,2023-06-10
2629,Optimal subdata selection for linear model selection,2023-06-19
2630,"Bivariate autoregressive conditional models: A new method for jointly
  modeling duration and number of transactions of irregularly spaced financial
  data",2023-06-23
2631,"Extending the Dixon and Coles model: an application to women's football
  data",2023-07-05
2632,Incomplete Utterance Rewriting as Sequential Greedy Tagging,2023-07-08
2633,Formal Verification Of A Shopping Basket Application Model Using PRISM,2023-07-16
2634,A General Approach to Modeling Covid-19,2023-07-11
2635,"Hierarchical Representations for Spatio-Temporal Visual Attention
  Modeling and Understanding",2023-08-09
2636,"Generative AI for Business Strategy: Using Foundation Models to Create
  Business Strategy Tools",2023-08-27
2637,"Emergent Linear Representations in World Models of Self-Supervised
  Sequence Models",2023-09-02
2638,Frequentist Model Averaging for Global Fréchet Regression,2023-09-04
2639,"Identifying Simulation Model Through Alternative Techniques for a
  Medical Device Assembly Process",2023-09-26
2640,Dynamic Interpretability for Model Comparison via Decision Rules,2023-09-29
2641,Solvable limit of ETH matrix model for double-scaled SYK,2023-11-06
2642,SCADI: Self-supervised Causal Disentanglement in Latent Variable Models,2023-11-11
2643,"Study of a complete model of the cosmological evolution of a classical
  scalar field with a Higgs potential. IV. Large-scale model transformations",2023-12-10
2644,Diagonal Gaussian Mixture Models and Higher Order Tensor Decompositions,2024-01-02
2645,Partition-based Nonrigid Registration for 3D Face Model,2024-01-05
2646,"Non-equilibrium Dynamics and Phase Transitions in Potts model and
  Interacting Ehrenfest urn model",2024-01-05
2647,"Data-driven Nonlinear Model Reduction using Koopman Theory: Integrated
  Control Form and NMPC Case Study",2024-01-09
2648,An Axiomatic Approach to Model-Agnostic Concept Explanations,2024-01-12
2649,A Two-Scale Complexity Measure for Deep Learning Models,2024-01-17
2650,XAI-Enhanced Semantic Segmentation Models for Visual Quality Inspection,2024-01-18
2651,A Functional Coefficients Network Autoregressive Model,2024-02-12
2652,On the Scaling Laws of Geographical Representation in Language Models,2024-02-29
2653,Baby skyrmion crystals stabilized by vector mesons,2024-03-21
2654,Four Formal Models of IEEE 1394 Link Layer,2024-03-27
2655,VLRM: Vision-Language Models act as Reward Models for Image Captioning,2024-04-02
2656,From STPA to Safe Behavior Models,2024-04-05
2657,"LLM-Augmented Retrieval: Enhancing Retrieval Models Through Language
  Models and Doc-Level Embedding",2024-04-08
2658,"A Simplified Model for the Forced Libration of Icy Moons with Subsurface
  Oceans: Application to Enceladus and Mimas",2024-05-06
2659,A Transformer with Stack Attention,2024-05-07
2660,"Mean-Field Magnetohydrodynamics Models as Scaling Limits of Stochastic
  Induction Equations",2024-06-11
2661,QOG:Question and Options Generation based on Language Model,2024-06-18
2662,Factor multivariate stochastic volatility models of high dimension,2024-06-27
2663,"The impact of model size on catastrophic forgetting in Online Continual
  Learning",2024-06-28
2664,Data Processing Techniques for Modern Multimodal Models,2024-07-27
2665,KAN based Autoencoders for Factor Models,2024-08-04
2666,"Visually Grounded Speech Models for Low-resource Languages and Cognitive
  Modelling",2024-09-03
2667,"On Evaluation of Vision Datasets and Models using Human Competency
  Frameworks",2024-09-06
2668,Minimal Model Counting via Knowledge Compilation,2024-09-16
2669,Winners Take All: A Reverse Consensus Model,2024-09-19
2670,Neural Click Models for Recommender Systems,2024-09-30
2671,Fractional binomial regression model for count data with excess zeros,2024-10-11
2672,Tracking Universal Features Through Fine-Tuning and Model Merging,2024-10-16
2673,Conformal models for hypercolumns in the primary visual cortex V1,2024-10-26
2674,Visualizing attention zones in machine reading comprehension models,2024-10-28
2675,GPT or BERT: why not both?,2024-10-31
2676,MoD: A Distribution-Based Approach for Merging Large Language Models,2024-11-01
2677,"The relationship between general equilibrium models with infinite-lived
  agents and overlapping generations models, and some applications",2024-11-12
2678,An overview of diffusion models for generative artificial intelligence,2024-12-02
2679,"Regression Analysis of Cure Rate Models with Competing Risks Subjected
  to Interval Censoring",2024-12-06
2680,Diffusion Model from Scratch,2024-12-14
2681,Network double autoregression,2024-12-26
2682,Model Averaging Under Flexible Loss Functions,2025-01-17
2683,The uniqueness of the core model,2025-01-23
2684,Homotopy categories and fibrant model structures,2025-01-27
2685,The Mass Distribution of the Lens Galaxy in MG1131+0456,1995-01-10
2686,"Detonating Failed Deflagration Model of Thermonuclear Supernovae II.
  Comparison to Observations",2006-12-07
2687,"Analyzing and Improving Statistical Language Models for Speech
  Recognition",1994-06-17
2688,"Application of the Tool--Narayanaswamy--Moynihan model to the study of
  the alpha relaxation by thermally stimulated depolarization currents",2005-03-31
2689,Model Checking for a Class of Weighted Automata,2003-04-15
2690,Cosmological Models With Variable G an Lambda and Bulk viscosity,2001-05-08
2691,"Proton stability in grand unified theories, in strings, and in branes",2006-01-04
2692,Supersymmetric Generalizations of Matrix Models,1996-01-10
2693,Cellular Automata Models of Road Traffic,2005-09-12
2694,Why we should teach the Bohr model and how to teach it effectively,2007-07-11
2695,"3-loop Yang-Mills Condensate Dark Energy Model And Its Cosmological
  Constraints",2008-03-19
2696,"A comparison of chemistry and dust cloud formation in ultracool dwarf
  model atmospheres",2008-09-22
2697,"The climate version of the Eta regional forecast model. 2.Evaluation of
  the Eta CCS model performance against reanalysis data and surface
  observations",2009-01-11
2698,Analysis of a General Family of Regularized Navier-Stokes and MHD Models,2009-01-28
2699,The AGBNP2 Implicit Solvation Model,2009-03-17
2700,Holographic technicolor models and their S-parameter,2009-05-20
2701,"Adaptive post-Dantzig estimation and prediction for non-sparse ""large
  $p$ and small $n$"" models",2010-08-07
2702,"Equivalence Checking in Embedded Systems Design Verification using PRES+
  model",2010-10-24
2703,"Large Scale Structures in Kinetic Gravity Braiding Model That Can Be
  Unbraided",2010-11-09
2704,Modeling Network Evolution Using Graph Motifs,2011-05-04
2705,Lie Markov Models,2011-05-24
2706,A unification of RDE model and XCDM model,2012-12-23
2707,Modeling US housing prices by spatial dynamic structural equation models,2013-03-12
2708,A Unifying Model for Representing Time-Varying Graphs,2014-02-14
2709,"Modeling Enterprise Architecture Using Timed Colored PETRI Net: Single
  Processor Scheduling",2014-04-10
2710,A Manifesto for Semantic Model Differencing,2014-09-08
2711,"Model-based Kernel Sum Rule: Kernel Bayesian Inference with
  Probabilistic Models",2014-09-18
2712,"An exploratory study of the suitability of UML-based aspect modeling
  techniques with respect to their integration into Model-Driven Engineering
  context",2014-10-14
2713,Random-Phase-Approximation Excitation Spectra for Bose-Hubbard Models,2014-10-14
2714,Dynamic Modeling of Cascading Failure in Power Systems,2014-11-14
2715,Probabilistic Modelling of Morphologically Rich Languages,2015-08-18
2716,Continuous utility factor in segregation models,2015-09-17
2717,"A sequential approach to calibrate ecosystem models with multiple time
  series data",2015-09-21
2718,Background subtraction - separating the modeling and the inference,2015-11-05
2719,"Identifiability Assumptions and Algorithm for Directed Graphical Models
  with Feedback",2016-02-14
2720,"A general multiple-relaxation-time lattice Boltzmann model for nonlinear
  anisotropic convection-diffusion equations",2015-07-27
2721,"A unified approach to mortality modelling using state-space framework:
  characterisation, identification, estimation and forecasting",2016-05-31
2722,"Ensemble-Compression: A New Method for Parallel Training of Deep Neural
  Networks",2016-06-02
2723,Simple inflationary quintessential model II: Power law potentials,2016-07-22
2724,"Using Approximate Bayesian Computation by Subset Simulation for
  Efficient Posterior Assessment of Dynamic State-Space Model Classes",2016-08-04
2725,Stealing Machine Learning Models via Prediction APIs,2016-09-09
2726,"Two-stage robust optimization for orienteering problem with stochastic
  weights",2016-12-31
2727,"Two-dimensional probabilistic inversion of plane-wave electromagnetic
  data: Methodology, model constraints and joint inversion with electrical
  resistivity data",2017-01-10
2728,"Poisson Cluster Process: Bridging the Gap Between PPP and 3GPP HetNet
  Models",2017-02-19
2729,"Parameters of Three Selected Model Galactic Potentials Based on the
  Velocities of Objects at Distances up to 200 kpc",2017-03-04
2730,Accelerating Neural Architecture Search using Performance Prediction,2017-05-30
2731,Rational Trust Modeling,2017-06-29
2732,"Neural Network Dynamics for Model-Based Deep Reinforcement Learning with
  Model-Free Fine-Tuning",2017-08-08
2733,A new gas cooling model for semi-analytical galaxy formation models,2017-08-09
2734,Analysis of time-stepping methods for the monodomain model,2017-10-03
2735,"To prune, or not to prune: exploring the efficacy of pruning for model
  compression",2017-10-05
2736,"Application of Pareto-efficient combustion modeling framework to large
  eddy simulations of turbulent reacting flows",2017-12-04
2737,Opinion Dynamics and Social Power Evolution: A Single-Timescale Model,2017-12-07
2738,"Learning Continuous User Representations through Hybrid Filtering with
  doc2vec",2017-12-31
2739,"Numerical modelling of a peripheral arterial stenosis using
  dimensionally reduced models and kernel methods",2018-02-13
2740,Spatial modelling with R-INLA: A review,2018-02-18
2741,"A Theoretical Study of Process Dependence for Critical Statistics in
  Standard Serial Models and Standard Parallel Models",2018-03-19
2742,Expert Finding in Community Question Answering: A Review,2018-04-21
2743,Distributed Differential Privacy via Shuffling,2018-08-04
2744,"The Chemical Evolution from Prestellar to Protostellar Cores: A New
  Multiphase Model With Bulk Diffusion and Photon Penetration",2018-09-07
2745,Pressure strain correlation modelling for turbulent flows,2018-09-14
2746,Bayesian selection for coarse-grained models of liquid water,2018-10-10
2747,"Enhanced Representative Days and System States Modeling for Energy
  Storage Investment Analysis",2018-10-22
2748,"Modeling Stated Preference for Mobility-on-Demand Transit: A Comparison
  of Machine Learning and Logit Models",2018-11-04
2749,Markov-Induced CM Model,2018-11-19
2750,Interpreting Encoding and Decoding Models,2018-12-01
2751,"Dynamic Models with Robust Decision Makers: Identification and
  Estimation",2018-12-28
2752,Deep learning for presumed probability density function models,2019-01-11
2753,"Validating Gravity-Based Market Share Models Using Large-Scale
  Transactional Data",2019-02-09
2754,Bayesian evidence for $α$-attractor dark energy models,2019-05-02
2755,An Exploratory Study on Machine Learning Model Stores,2019-05-25
2756,"Selection of sequence motifs and generative Hopfield-Potts models for
  protein familiesilies",2019-05-28
2757,"A Generalized Framework of Sequence Generation with Application to
  Undirected Sequence Models",2019-05-29
2758,Optimal Learning of Mallows Block Model,2019-06-03
2759,When to Trust Your Model: Model-Based Policy Optimization,2019-06-19
2760,Piracy Resistant Watermarks for Deep Neural Networks,2019-10-02
2761,Models for membrane curvature sensing of curvature generating proteins,2019-10-21
2762,Federated Uncertainty-Aware Learning for Distributed Hospital EHR Data,2019-10-27
2763,"ResLogit: A residual neural network logit model for data-driven choice
  modelling",2019-12-20
2764,"Pattern Similarity-based Machine Learning Methods for Mid-term Load
  Forecasting: A Comparative Study",2020-03-03
2765,Fibre inflation and precision CMB data,2020-03-12
2766,"Non-linear spherical collapse in tachyon models, and a comparison of
  collapse in tachyon and quintessence models of dark energy",2020-03-17
2767,"A Bayesian dose-response meta-analysis model: simulation study and
  application",2020-04-27
2768,WikiBERT models: deep transfer learning for many languages,2020-06-02
2769,Adversarial Attacks for Multi-view Deep Models,2020-06-19
2770,"What shapes feature representations? Exploring datasets, architectures,
  and training",2020-06-22
2771,"A Particular Upper Expectation as Global Belief Model for Discrete-Time
  Finite-State Uncertain Processes",2020-08-07
2772,Deep Generative Models for Galaxy Image Simulations,2020-08-09
2773,"Evaluating Catchment Models as Multiple Working Hypotheses: on the Role
  of Error Metrics, Parameter Sampling, Model Structure, and Data Information
  Content",2020-09-01
2774,"Combining data assimilation and machine learning to infer unresolved
  scale parametrisation",2020-09-09
2775,Identifying Grey-box Thermal Models with Bayesian Neural Networks,2020-09-13
2776,"Defending against substitute model black box adversarial attacks with
  the 01 loss",2020-09-01
2777,Predictive Process Model Monitoring using Recurrent Neural Networks,2020-11-05
2778,"Mid-Epidemic Forecasts of COVID-19 Cases and Deaths: A Bivariate Model
  applied to the UK",2020-11-07
2779,Microscopic shell-model counterpart of the Bohr-Mottelson model,2020-11-14
2780,"Mortality Forecasting using Factor Models: Time-varying or
  Time-invariant Factor Loadings?",2021-02-03
2781,"TSNAT: Two-Step Non-Autoregressvie Transformer Models for Speech
  Recognition",2021-04-04
2782,Dataset Inference: Ownership Resolution in Machine Learning,2021-04-21
2783,"Enhancing predictive skills in physically-consistent way: Physics
  Informed Machine Learning for Hydrological Processes",2021-04-22
2784,"A functional autoregressive model based on exogenous hydrometeorological
  variables for river flow prediction",2021-04-26
2785,When Are Learned Models Better Than Hash Functions?,2021-07-03
2786,"BioCode: A Data-Driven Procedure to Learn the Growth of Biological
  Networks",2021-08-10
2787,On generative models as the basis for digital twins,2022-03-08
2788,"Constitutive model characterization and discovery using physics-informed
  deep learning",2022-03-18
2789,"Adversarial Training for Improving Model Robustness? Look at Both
  Prediction and Interpretation",2022-03-23
2790,Learning to Adapt Clinical Sequences with Residual Mixture of Experts,2022-04-06
2791,A Unified Cascaded Encoder ASR Model for Dynamic Model Sizes,2022-04-13
2792,Deep-tomography: iterative velocity model building with deep learning,2022-04-22
2793,"Validation of a motion model for soccer players' sprint by means of
  tracking data",2022-05-10
2794,"Bridging Model-based Safety and Model-free Reinforcement Learning
  through System Identification of Low Dimensional Linear Models",2022-05-11
2795,"Hybrid Machine Learning Modeling of Engineering Systems -- A
  Probabilistic Perspective Tested on a Multiphase Flow Modeling Case Study",2022-05-18
2796,Saliency-Driven Active Contour Model for Image Segmentation,2022-05-23
2797,"Psychotic Relapse Prediction in Schizophrenia Patients using A Mobile
  Sensing-based Supervised Deep Learning Model",2022-05-24
2798,Estimation and inference for high-dimensional non-sparse models,2011-12-04
2799,"Global Well-posedness of an Inviscid Three-dimensional
  Pseudo-Hasegawa-Mima Model",2011-12-07
2800,Building Sustainable Software - The CSDMS Approach,2014-07-15
2801,"Joint Lifelong Topic Model and Manifold Ranking for Document
  Summarization",2019-07-07
2802,"Model Specification Test with Unlabeled Data: Approach from Covariate
  Shift",2019-11-02
2803,Towards a complete 3D morphable model of the human head,2019-11-18
2804,"A review of the Dividend Discount Model: from deterministic to
  stochastic models",2020-01-02
2805,AvgOut: A Simple Output-Probability Measure to Eliminate Dull Responses,2020-01-15
2806,"The existence of localized vegetation patterns in a systematically
  reduced model for dryland vegetation",2020-01-31
2807,Model Extraction Attacks against Recurrent Neural Networks,2020-02-01
2808,"Train Large, Then Compress: Rethinking Model Size for Efficient Training
  and Inference of Transformers",2020-02-26
2809,"The Model-Specific Markov Embedding Problem for Symmetric Group-Based
  Models",2020-05-14
2810,"Bayesian model selection in the $\mathcal{M}$-open setting --
  Approximate posterior inference and probability-proportional-to-size
  subsampling for efficient large-scale leave-one-out cross-validation",2020-05-27
2811,On Statistical Efficiency in Learning,2020-12-24
2812,"Generative VoxelNet: Learning Energy-Based Models for 3D Shape Synthesis
  and Analysis",2020-12-25
2813,"A Zero Attentive Relevance Matching Networkfor Review Modeling in
  Recommendation System",2021-01-16
2814,Coupled models for total stress dissipation tests,2021-03-07
2815,Mixed Hegselmann-Krause Dynamics--Nondeterministic Case,2021-05-02
2816,"Rational Dynamic Price Model for Demand Response Programs in Modern
  Distribution Systems",2021-05-21
2817,"An exact counterfactual-example-based approach to tree-ensemble models
  interpretability",2021-05-31
2818,Neural Models for Offensive Language Detection,2021-05-30
2819,Probabilistic Graphical Models and Tensor Networks: A Hybrid Framework,2021-06-29
2820,"Cross-Model Consensus of Explanations and Beyond for Image
  Classification Models: An Empirical Study",2021-09-02
2821,Finding Materialized Models for Model Reuse,2021-10-13
2822,Robust model-based estimation for binary outcomes in genomics studies,2021-10-28
2823,"A group theoretic approach to model comparison with simplicial
  representations",2021-11-03
2824,"A Spatial-temporal Graph Deep Learning Model for Urban Flood Nowcasting
  Leveraging Heterogeneous Community Features",2021-11-09
2825,"Phase-Field Modeling and Peridynamics for Defect Dynamics, and an
  Augmented Phase-Field Model with Viscous Stresses",2021-11-23
2826,Change-point Detection for Piecewise Exponential Models,2021-12-07
2827,"DeepSight: Mitigating Backdoor Attacks in Federated Learning Through
  Deep Model Inspection",2022-01-03
2828,"Bayesian Regression Approach for Building and Stacking Predictive Models
  in Time Series Analytics",2022-01-06
2829,Unifying Epidemic Models with Mixtures,2022-01-07
2830,Bayesian calibration of Arterial Windkessel Model,2022-01-18
2831,"AutoDistill: an End-to-End Framework to Explore and Distill
  Hardware-Efficient Language Models",2022-01-21
2832,Benchmark of DNN Model Search at Deployment Time,2022-06-01
2833,"A simple data-driven method to optimise the penalty strengths of
  penalised models and its application to non-parametric smoothing",2022-06-08
2834,"Stochastic compartmental models of COVID-19 pandemic must have
  temporally correlated uncertainties",2022-06-23
2835,Evaluating Generative Patent Language Models,2022-06-23
2836,"Determination of action model equivalence and simplification of action
  model",2022-07-08
2837,"A Spatiotemporal-Aware Climate Model Ensembling Method for Improving
  Precipitation Predictability",2022-08-08
2838,"A model-agnostic approach for generating Saliency Maps to explain
  inferred decisions of Deep Learning Models",2022-09-19
2839,Understanding Real-world Threats to Deep Learning Models in Android Apps,2022-09-20
2840,Leak Detection in Natural Gas Pipeline Using Machine Learning Models,2022-09-21
2841,"Unifying Diffusion Models' Latent Space, with Applications to
  CycleDiffusion and Guidance",2022-10-11
2842,The Robustness Limits of SoTA Vision Models to Natural Variation,2022-10-24
2843,"A mathematical analysis of the Kakinuma model for interfacial gravity
  waves. Part II: Justification as a shallow water approximation",2022-12-14
2844,Large Language Models Are Reasoning Teachers,2022-12-20
2845,"Parameter-efficient Zero-shot Transfer for Cross-Language Dense
  Retrieval with Adapters",2022-12-20
2846,"Mini-Model Adaptation: Efficiently Extending Pretrained Models to New
  Languages via Aligned Shallow Training",2022-12-20
2847,"A Laplacian Gaussian Mixture Model for Surface EMG Signals of Human Arm
  Activity",2023-01-03
2848,SIR model on one dimensional small world networks,2023-01-03
2849,Modular Model Reduction of Interconnected Systems: A Top-Down Approach,2023-01-20
2850,"Forecasting the 2016-2017 Central Apennines Earthquake Sequence with a
  Neural Point Process",2023-01-24
2851,"An algebraic thixotropic elasto-viscoplastic constitutive equation
  describing pre-yielding solid and post-yielding liquid behaviours",2023-03-14
2852,A Comprehensive Capability Analysis of GPT-3 and GPT-3.5 Series Models,2023-03-18
2853,"The Application of Driver Models in the Safety Assessment of Autonomous
  Vehicles: A Survey",2023-03-26
2854,Redrafting Requirements Modeling Using a Single Multilevel Diagram,2023-04-05
2855,"A Probabilistic Attention Model with Occlusion-aware Texture Regression
  for 3D Hand Reconstruction from a Single RGB Image",2023-04-27
2856,Exploring Large Language Models for Classical Philology,2023-05-23
2857,Clustering Indices based Automatic Classification Model Selection,2023-05-23
2858,"Evaluation of motion comfort using advanced active human body models and
  efficient simplified models",2023-06-20
2859,"An Improved Compound Gaussian Model for Bivariate Surface EMG Signals
  Related to Strength Training",2023-07-07
2860,Modeling correlated uncertainties in stochastic compartmental models,2023-07-10
2861,"Comparative Analysis of Machine Learning, Hybrid, and Deep Learning
  Forecasting Models Evidence from European Financial Markets and Bitcoins",2023-07-17
2862,"Telematics Combined Actuarial Neural Networks for Cross-Sectional and
  Longitudinal Claim Count Data",2023-08-03
2863,"Replicability Study: Corpora For Understanding Simulink Models &
  Projects",2023-08-03
2864,Kinetically Coupled Scalar Fields Model and Cosmological Tensions,2023-08-14
2865,"Progressive augmentation of Reynolds stress tensor models for secondary
  flow prediction by computational fluid dynamics driven surrogate optimisation",2023-08-24
2866,"Evaluation of forecasts by a global data-driven weather model with and
  without probabilistic post-processing at Norwegian stations",2023-09-03
2867,Morphological stability for in silico models of avascular tumors,2023-09-14
2868,"Progressive reduced order modeling: empowering data-driven modeling with
  selective knowledge transfer",2023-10-04
2869,Observatory: Characterizing Embeddings of Relational Tables,2023-10-05
2870,Deeper Hedging: A New Agent-based Model for Effective Deep Hedging,2023-10-28
2871,"TWIST: Teacher-Student World Model Distillation for Efficient
  Sim-to-Real Transfer",2023-11-07
2872,"Using Human Feedback to Fine-tune Diffusion Models without Any Reward
  Model",2023-11-22
2873,"Diffusion-TTA: Test-time Adaptation of Discriminative Models via
  Generative Feedback",2023-11-27
2874,"Situating the social issues of image generation models in the model life
  cycle: a sociotechnical approach",2023-11-30
2875,"On the evaluation of grid and grid-to-grid rainfall-runoff models and
  their differences with physical benchmarks",2023-12-03
2876,History Matters: Temporal Knowledge Editing in Large Language Model,2023-12-09
2877,"Helping or Herding? Reward Model Ensembles Mitigate but do not Eliminate
  Reward Hacking",2023-12-14
2878,"Fix-Con: Automatic Fault Localization and Repair of Deep Learning Model
  Conversions between Frameworks",2023-12-22
2879,"FedSDD: Scalable and Diversity-enhanced Distillation for Model
  Aggregation in Federated Learning",2023-12-28
2880,"Developing a Resource-Constraint EdgeAI model for Surface Defect
  Detection",2023-12-04
2881,"A sequential Monte Carlo algorithm for data assimilation problems in
  ecology",2024-01-12
2882,"A comparison of mixed-models for the analysis of non-linear longitudinal
  data: application to late-life cognitive trajectories",2024-02-12
2883,Energy-Based Models with Applications to Speech and Language Processing,2024-03-16
2884,"Unlocking the Power of Time-Since-Infection Models: Data Augmentation
  for Improved Instantaneous Reproduction Number Estimation",2024-03-18
2885,Arcee's MergeKit: A Toolkit for Merging Large Language Models,2024-03-20
2886,Outlier-Efficient Hopfield Layers for Large Transformer-Based Models,2024-04-04
2887,"Semiparametric mean and variance joint models with Laplace link
  functions for count time series",2024-04-29
2888,"Survey on Visual Signal Coding and Processing with Generative Models:
  Technologies, Standards and Optimization",2024-05-23
2889,Identity Inference from CLIP Models using Only Textual Data,2024-05-23
2890,"Partial Models for Building Adaptive Model-Based Reinforcement Learning
  Agents",2024-05-27
2891,Unified Low-rank Compression Framework for Click-through Rate Prediction,2024-05-28
2892,LLaMA-Reg: Using LLaMA 2 for Unsupervised Medical Image Registration,2024-05-29
2893,"Weak-to-Strong Search: Align Large Language Models via Searching over
  Small Language Models",2024-05-29
2894,"Bridging Model-Based Optimization and Generative Modeling via
  Conservative Fine-Tuning of Diffusion Models",2024-05-30
2895,"Enhancing Generative Molecular Design via Uncertainty-guided Fine-tuning
  of Variational Autoencoders",2024-05-31
2896,Good modelling software practices,2024-05-31
2897,A Free-fermion Formulation of Two-dimensional Ising Models,2024-05-31
2898,"ZeroSmooth: Training-free Diffuser Adaptation for High Frame Rate Video
  Generation",2024-06-03
2899,"Intertwining and propagation of mixtures for generalized KMP models and
  harmonic models",2024-06-03
2900,"MATES: Model-Aware Data Selection for Efficient Pretraining with Data
  Influence Models",2024-06-10
2901,Constraint based Modeling according to Reference Design,2024-06-17
2902,"Understanding and Modeling the Dynamics of Storm-time Atmospheric
  Neutral Density using Random Forests",2024-06-28
2903,A Fingerprint for Large Language Models,2024-07-01
2904,Testing a non-local 1-equation turbulent convection model: A solar model,2024-07-04
2905,GOFA: A Generative One-For-All Model for Joint Graph Language Modeling,2024-07-12
2906,SlimFlow: Training Smaller One-Step Diffusion Models with Rectified Flow,2024-07-17
2907,"Understanding the Interplay of Scale, Data, and Bias in Language Models:
  A Case Study with BERT",2024-07-25
2908,"Interactive DualChecker for Mitigating Hallucinations in Distilling
  Large Language Models",2024-08-22
2909,"Inflation and Dark Matter from The Low Entropy Hypothesis and Modeling
  Mechanism of Modified Gravity",2024-08-22
2910,Localize-and-Stitch: Efficient Model Merging via Sparse Task Arithmetic,2024-08-24
2911,Decentralized Federated Learning with Model Caching on Mobile Agents,2024-08-26
2912,"Model X-Ray: Detection of Hidden Malware in AI Model Weights using Few
  Shot Learning",2024-09-28
2913,"Energy-based, geometric, and compositional formulation of fluid and
  plasma models",2024-09-13
2914,Towards Native Generative Model for 3D Head Avatar,2024-10-02
2915,"A novel hybrid and publicly available model for spur gear vibrations
  based on an efficient dynamic model",2024-10-07
2916,Model-GLUE: Democratized LLM Scaling for A Large Model Zoo in the Wild,2024-10-07
2917,"Towards Trustworthy Web Attack Detection: An Uncertainty-Aware Ensemble
  Deep Kernel Learning Model",2024-10-10
2918,"Drama: Mamba-Enabled Model-Based Reinforcement Learning Is Sample and
  Parameter Efficient",2024-10-11
2919,"Generating Model Parameters for Controlling: Parameter Diffusion for
  Controllable Multi-Task Recommendation",2024-10-14
2920,A Hitchhiker's Guide to Scaling Law Estimation,2024-10-15
2921,"When to Trust Your Data: Enhancing Dyna-Style Model-Based Reinforcement
  Learning With Data Filter",2024-10-16
2922,"Meta-DiffuB: A Contextualized Sequence-to-Sequence Text Diffusion Model
  with Meta-Exploration",2024-10-17
2923,Teaching Models to Balance Resisting and Accepting Persuasion,2024-10-18
2924,Elucidating the design space of language models for image generation,2024-10-21
2925,A Hybrid Simulation of DNN-based Gray Box Models,2024-10-22
2926,"Deep learning for model correction of dynamical systems with data
  scarcity",2024-10-23
2927,Striking a New Chord: Neural Networks in Music Information Dynamics,2024-10-23
2928,"Should We Really Edit Language Models? On the Evaluation of Edited
  Language Models",2024-10-24
2929,How to Backdoor Consistency Models?,2024-10-14
2930,"Evaluating Deep Learning Approaches for Predictions in Unmonitored
  Basins with Continental-scale Stream Temperature Models",2024-10-23
2931,Energy-Based Diffusion Language Models for Text Generation,2024-10-28
2932,Foundation AI Model for Medical Image Segmentation,2024-11-05
2933,"FUsion-based ConstitutivE model (FuCe): Towards model-data augmentation
  in constitutive modelling",2024-10-18
2934,"A Novel Access Control and Privacy-Enhancing Approach for Models in Edge
  Computing",2024-11-06
2935,CriticAL: Critic Automation with Language Models,2024-11-10
2936,Model Stealing for Any Low-Rank Language Model,2024-11-12
2937,"AI-Spectra: A Visual Dashboard for Model Multiplicity to Enhance
  Informed and Transparent Decision-Making",2024-11-14
2938,"Structure learning with Temporal Gaussian Mixture for model-based
  Reinforcement Learning",2024-11-18
2939,"Modeling of UV NLoS Communication Channels: From Atmospheric Scattering
  and Obstacle Reflection Perspectives",2024-11-08
2940,"MaintAGT:Sim2Real-Guided Multimodal Large Model for Intelligent
  Maintenance with Chain-of-Thought Reasoning",2024-11-30
2941,Establishing Task Scaling Laws via Compute-Efficient Model Ladders,2024-12-05
2942,"SurvBETA: Ensemble-Based Survival Models Using Beran Estimators and
  Several Attention Mechanisms",2024-12-10
